,Seed,Gap:5,Gap:15,Gap:30,Gap:50,Gap:100,Gap:500
17,990,0.0269209197980931,0.08188446438586652,0.12002243409983174,0.22882781828379137,0.9629837352776219,3.810431856421761
18,568,0.03140773976444195,0.08020190689848569,0.24397083567021874,0.3998878295008413,1.6763881099270892,6.388109927089175
19,978,0.02860347728547392,0.08749298934380258,0.16489063376332025,0.26135726303982054,1.0061693774537297,3.619742007851935
20,684,0.06169377453729669,0.2641615255187886,0.5316881660123387,0.8839035333707235,2.242288278182838,6.67190128996074
21,1055,0.07010656197420079,0.1340437464946719,0.1873247335950645,0.3477285473920359,1.126752664049355,4.357823892316321
22,1071,0.02411665731912507,0.05832865956253505,0.21200224340998317,0.3028603477285474,1.0409422321929334,4.231632080762759
23,982,0.023555804823331465,0.08356702187324734,0.14133482893998878,0.24845765563656758,0.997195737521032,3.7162086371284353
24,1181,0.04318564217610768,0.16264722378014582,0.26135726303982054,0.34324172742568704,0.9596186203028604,4.09029725182277
25,986,0.035333707234997194,0.09029725182277061,0.1334828939988783,0.24453168816601234,0.9848569826135727,3.7201346045989903
26,1123,0.07851934941110487,0.19742007851934942,0.3510936623667975,0.47896803140773975,1.1452607964105441,4.114974761637689
27,1191,0.05440269209197981,0.13853056646102074,0.2052720134604599,0.3022994952327538,1.0364554122265843,4.377453729669097
28,1074,0.019068984856982614,0.05832865956253505,0.2226584408300617,0.31519910263600676,1.069545709478407,4.309590577678071
29,779,0.07627593942793046,0.26360067302299495,0.567021873247336,0.9237240605720696,1.7885586090858103,4.72013460459899
30,993,0.02860347728547392,0.0717891194615816,0.10375771172181716,0.2316320807627594,0.9383062254627033,3.769489624228828
31,622,0.062254627033090294,0.2607964105440269,0.5535614133482895,0.9641054402692092,2.13067863151991,5.868199663488502
32,632,0.11329220415030847,0.3387549074593382,0.6735838474481212,0.9607403252944475,2.1862030286034773,5.6747055524397085
33,851,0.06898485698261357,0.1873247335950645,0.2226584408300617,0.36848008973639934,1.0689848569826135,3.565900168255749
34,826,0.07627593942793046,0.24565339315759954,0.44139091418956816,0.5451486259113854,0.9966348850252383,3.7868760515984294
35,659,0.12899607403252944,0.2955692652832305,0.4666292765002804,0.8210880538418396,2.1693774537296693,6.309029725182277
36,972,0.05776780706674145,0.11890072910824454,0.20751542344363433,0.3051037577117218,1.0493550196298373,3.5221536735838472
37,948,0.04262478968031408,0.10487941671340438,0.31575995513180033,0.4111048794167134,0.9270891755468312,3.3095905776780707
38,666,0.07627593942793046,0.21985417835109367,0.4284913067863152,0.7784632641615256,2.181155356141335,6.455412226584408
39,526,0.022994952327537857,0.13853056646102074,0.22882781828379137,0.3028603477285474,1.062815479528884,6.1850813236118904
40,661,0.11273135165451487,0.2669657879977566,0.44139091418956816,0.7947279865395401,2.1693774537296693,6.348850252383623
41,764,0.09983174425126191,0.2787436904094223,0.5311273135165452,0.9012899607403253,2.0005608524957936,5.115535614133483
42,955,0.03028603477285474,0.16545148625911385,0.2978126752664049,0.3555804823331464,0.9680314077397645,3.5019629837352775
43,1052,0.07571508693213685,0.17162086371284352,0.22153673583847447,0.3858665171060011,1.1648906337633202,4.264722378014582
44,844,0.07627593942793046,0.21873247335950646,0.31519910263600676,0.374649467190129,0.9422321929332585,3.4756029164329783
45,1059,0.039820527201346045,0.09254066180594504,0.13965227145260797,0.3140773976444195,1.134043746494672,4.311833987661245
46,903,0.07571508693213685,0.2232192933258553,0.29725182277061135,0.464385866517106,1.2097588334268088,3.5961862030286036
47,669,0.08020190689848569,0.20078519349411106,0.4537296690970275,0.7885586090858104,2.187885586090858,6.551878855860909
48,696,0.12114413909141895,0.29332585530005606,0.5709478407178912,0.9467190128996074,2.2776219854178352,6.434660684240045
49,1092,0.05832865956253505,0.1693774537296691,0.25630959057767805,0.4806505888951206,1.1088053841839596,4.045429052159282
50,1027,0.012899607403252944,0.07291082445316882,0.2865956253505328,0.38979248457655635,1.0667414469994392,3.786315199102636
51,538,0.06169377453729669,0.12282669657879977,0.18059450364554122,0.3381940549635446,1.2428491306786316,6.425126191811554
52,612,0.04767246214245653,0.1531127313516545,0.4627033090297252,0.873247335950645,2.0218732473359506,5.9512058328659565
53,1132,0.04262478968031408,0.17498597868760515,0.2787436904094223,0.35333707234997197,1.0358945597307907,3.916432978126753
54,1179,0.029164329781267526,0.1514301738642737,0.26135726303982054,0.3471676948962423,0.9534492428491307,4.062254627033091
55,736,0.1065619742007852,0.32641615255187884,0.7229388670779585,1.0241166573191252,2.28154795288839,5.218732473359506
56,837,0.07403252944475602,0.213684800897364,0.3836231071228267,0.48401570386988224,1.0437464946719013,3.680874929893438
57,964,0.08693213684800898,0.22041503084688727,0.29332585530005606,0.36343241727425685,1.0650588895120583,3.5720695457094784
58,756,0.13909141895681434,0.35389792484576554,0.5933819405496354,0.9730790802019069,2.101514301738643,4.971396522714526
59,858,0.06898485698261357,0.1076836791923724,0.16601233875490745,0.4212002243409983,1.1160964666292765,3.59562535053281
60,586,0.0717891194615816,0.15535614133482895,0.303421200224341,0.5558048233314639,1.807627593942793,6.327537857543466
61,611,0.050476724621424565,0.15086932136848008,0.44924284913067863,0.857543466068424,2.0151430173864275,5.970274817722939
62,920,0.045429052159282106,0.0717891194615816,0.1856421761076837,0.34548513740886144,0.9125070106561974,3.424004486819966
63,1118,0.01962983735277622,0.17610768367919238,0.33763320246775097,0.43185642176107686,1.105440269209198,4.19910263600673
64,524,0.022994952327537857,0.1250701065619742,0.2316320807627594,0.3236118900729108,1.0947840717891195,6.177790241166573
65,1178,0.025238362310712283,0.14526079641054404,0.2607964105440269,0.3482893998878295,0.950084127874369,4.04823331463825
66,901,0.06449803701626472,0.2243409983174425,0.32641615255187884,0.4941110487941671,1.2344363432417274,3.6629276500280428
67,553,0.022434099831744252,0.06954570947840717,0.15591699383062255,0.32697700504767246,1.3925967470555245,6.28771733034212
68,804,0.10207515423443635,0.29837352776219855,0.5647784632641615,0.820527201346046,1.3791362871564778,4.449242849130679
69,726,0.10207515423443635,0.3051037577117218,0.6578799775659002,1.0600112170499159,2.3180033651149747,5.67190128996074
70,747,0.1155356141334829,0.3987661245092541,0.6791923724060572,0.9966348850252383,2.2069545709478406,5.0830061693774535
71,1082,0.019068984856982614,0.11385305664610207,0.2630398205272014,0.46102075154234434,1.0577678070667413,3.919798093101514
72,1097,0.07571508693213685,0.16040381379697138,0.24901850813236118,0.4727986539540101,1.0717891194615816,4.033651149747616
73,917,0.023555804823331465,0.07851934941110487,0.16152551878855861,0.3022994952327538,0.9349411104879417,3.3825014021312394
74,619,0.051598429613011774,0.22097588334268087,0.5378575434660684,0.947279865395401,2.0987100392596747,5.870443073471677
75,728,0.10095344924284913,0.31015143017386426,0.6735838474481212,1.0544026920919798,2.310712282669658,5.6152551878855865
76,689,0.09366236679753225,0.3146382501402131,0.5659001682557487,0.9231632080762759,2.2658440830061695,6.570386988222098
77,606,0.0628154795288839,0.15367358384744811,0.3925967470555244,0.770611329220415,1.9994391475042064,5.9977565900168255
78,507,0.08188446438586652,0.18900729108244532,0.3095905776780707,0.42288278182837913,1.0790802019068986,5.790241166573192
79,594,0.040381379697139654,0.13740886146943354,0.2759394279304543,0.6421761076836792,1.8384744812114413,6.160964666292765
80,1061,0.03925967470555244,0.08244531688166012,0.13740886146943354,0.31688166012338753,1.1144139091418956,4.2361189007291085
81,503,0.08637128435221536,0.20751542344363433,0.3309029725182277,0.4711160964666293,1.0751542344363432,5.757711721817162
82,605,0.061132922041503085,0.15647784632641615,0.3808188446438587,0.754907459338194,1.994391475042064,6.004486819966349
83,705,0.07627593942793046,0.2652832305103758,0.5490745933819405,0.9702748177229389,2.274817722938867,6.160964666292765
84,576,0.02131239484015704,0.13236118900729107,0.2512619181155356,0.42568704430734716,1.744812114413909,6.378014582164891
85,547,0.028042624789680313,0.06842400448681997,0.15479528883903534,0.3567021873247336,1.3696017947279866,6.400448681996635
86,735,0.10375771172181716,0.3224901850813236,0.7201346045989905,1.0263600673022995,2.2826696578799774,5.251822770611329
87,514,0.04767246214245653,0.14077397644419518,0.2916432978126753,0.3544587773415592,1.0392596747055525,5.905776780706674
88,1088,0.04262478968031408,0.17386427369601795,0.28042624789680315,0.4699943914750421,1.0953449242849131,3.993269770050477
89,544,0.03196859226023556,0.07964105440269209,0.14806505888951205,0.3651149747616377,1.3438025799214806,6.434099831744251
90,841,0.06449803701626472,0.20695457094784073,0.33426808749298936,0.4071789119461582,1.0,3.5670218732473358
91,567,0.03252944475602917,0.09197980931015143,0.24621424565339317,0.40437464946719015,1.6719012899607404,6.388109927089175
92,1091,0.05215928210880538,0.17106001121704992,0.269209197980931,0.4834548513740886,1.1144139091418956,4.045989904655076
93,1069,0.022434099831744252,0.05720695457094784,0.1878855860908581,0.3039820527201346,1.0050476724621424,4.132922041503084
94,1040,0.071228266965788,0.21873247335950646,0.3482893998878295,0.4189568143578239,1.206393718452047,4.06842400448682
95,1199,0.04206393718452047,0.09366236679753225,0.17274256870443072,0.2243409983174425,0.9556926528323051,4.238923163208076
96,664,0.08637128435221536,0.23892316320807627,0.43129556926528323,0.7790241166573191,2.1744251261918115,6.398766124509254
97,769,0.09029725182277061,0.25518788558609085,0.5165451486259114,0.9024116657319126,1.9461581604038138,5.106001121704992
98,919,0.034212002243409985,0.06618059450364554,0.17162086371284352,0.32305103757711723,0.9091418956814358,3.4223219293325857
99,541,0.04823331463825014,0.10095344924284913,0.160964666292765,0.3662366797532249,1.3073471676948962,6.45877734155917
