,Seed,Gap:5,Gap:15,Gap:30,Gap:50,Gap:100,Gap:500
0,1121,1.1394619466055893,2.386750678176432,3.067569587544042,3.354039260448237,5.994529194022842,10.023947769412185
1,810,1.930944689015171,3.473156414492282,4.3825739663978105,5.023388930118962,6.300433087874521,10.1947937402135
2,530,1.046587275044424,1.886130266131914,2.077980597867789,2.1129093370320238,6.142585095423168,13.92967675718754
3,607,1.2001121652570568,1.76873831347001,3.280151563465405,5.056328808607243,9.36608241046243,14.017495677949167
4,853,1.4640963899016906,2.134958602248446,2.1872521091816237,2.859781651396198,5.993546725902825,9.065041973354983
5,980,0.4115549218873091,0.9985968843938138,1.2755520727501688,1.6368238672520807,5.774554973104755,8.994732676862101
6,825,1.5386222358801436,2.780631674100447,3.5238152983478637,3.750640251943024,4.983427386221343,8.92361804750561
7,671,1.4844492096306559,2.2796620859293064,3.8470476548909143,5.030027613268258,10.255294243034523,15.351335072316148
8,821,2.198378028514092,3.10951716951069,3.9047119097507292,4.208929428267579,5.104790839207649,9.230366378887814
9,870,0.14789606937288985,0.6835130788771155,1.7663585236581592,3.655986416790033,6.560901542635683,8.849429068598551
10,742,2.083506255676357,4.050508370495037,5.5341695935611925,6.34310627340718,10.323402074810671,12.857321349436269
11,1002,0.20234186959928305,0.4795305238203076,0.5732883764171861,2.303402832812254,5.583808014801203,8.988526368740759
12,1025,0.3323972648373335,0.7025312778078806,2.4206996666359912,2.75672837218384,5.616756438407344,8.974788642826011
13,798,2.209194065354142,3.6196014009471598,4.926435836431519,5.59479567479787,7.016485675056065,10.573514780171534
14,698,2.256541559402386,3.197201524510813,4.443829022013885,5.77581745749461,10.181389111513461,14.899288001447724
15,922,0.9853099361209814,1.1676610883617973,1.9862115837473677,3.140208365864148,5.0636996754045445,8.481413812448498
16,788,1.9352966095432769,3.3872347876180364,4.76444581402186,5.770668673364065,7.74223689852831,11.161512470456447
17,990,0.5210111399616187,1.0273871700014396,1.137737913709323,1.6308165240312231,5.232507648074342,8.957743386210126
18,568,0.645098869847759,1.005034996865425,2.2022015191910373,2.773866505402249,8.966786098958512,14.85378352559503
19,978,0.5757289509951895,0.9980350858208566,1.374391212804006,1.696884413684201,5.850636676745137,8.92368089763184
20,684,1.2001121652570568,2.977481385501769,4.226482224146502,5.4420930617619145,10.309294250960557,15.435971274849566
21,1055,1.3285340809563295,1.6801102973701518,1.8286067318922024,2.652631789794163,6.195768642758813,10.642036669529142
22,1071,0.500700574814671,0.7875930804341341,1.9500204925796678,2.175424868734025,5.49144033872996,10.163967014050336
23,982,0.5400400890792046,1.107006189372503,1.3181506105026817,1.704962898628079,5.667650822349857,9.001775857699426
24,1181,0.9156825220628826,1.9093300455024638,2.3009666577965975,2.547584165699656,5.56665619964917,9.78252015100236
25,986,0.6826920418493883,1.113573018800143,1.247319054344743,1.700846016929052,5.358802990372405,8.902569782825736
26,1123,1.5783874005817453,2.4146682062491176,3.0877973425228715,3.379028722779112,5.9985977048912185,9.945984232622756
27,1191,1.0406758233847146,1.62720147266453,1.8156792035695122,2.207289204195739,5.8034743109104605,10.239339969264103
28,1074,0.41018989351041046,0.7443938915950903,2.061994852227165,2.338442181023012,5.647775136571017,10.306083997250592
29,779,1.503407981237373,2.924551343514505,4.517492641326818,5.712056892468163,8.222951887574983,11.378562165272132
30,993,0.684333130856355,0.9980350858208566,1.0839677018655145,1.938626465906456,5.253794398383166,8.924026565413905
31,622,1.2087269135509247,2.916966440274005,4.428721331309773,5.912665948648111,9.929391778354494,13.951743609585735
32,632,2.147922864163936,3.7473490349419434,5.2944165766653315,5.983385109116183,9.924843768857578,13.64138896847912
33,851,1.3478135011475032,2.2379483433352307,2.2859270992988883,2.7857702676811185,5.804440638624321,8.87186785630144
34,826,1.4444276667082416,2.7363078808578254,3.511458688354803,3.7108018643851928,4.906929640509971,8.810079375230893
35,659,2.436633850308888,3.351279043629009,3.874069280154513,5.166764664157259,10.088503477308501,14.65851717026518
36,972,1.1295748881461798,1.5879523988734845,1.8963613060354831,2.135352615097099,6.008360225281692,8.666824854388492
37,948,0.82786578009952,1.2448435427304647,2.746843393044348,2.9733344734816862,5.211026318187142,8.310741483434965
38,666,1.4486925275087446,2.487433362644126,3.411076938114143,4.831078115695826,10.228050243223407,15.030945831368363
39,526,0.5986524407468113,1.6910904399385618,2.053409131998865,2.2591497762923596,5.938599648738561,13.855596916054113
40,661,2.1315407733430773,2.997287987101337,3.5736776829641768,4.9052148701195035,10.112602156616989,14.746236342169274
