,Gap:5,Gap:15,Gap:30,Gap:50,Gap:100,Gap:500
0,0.0008016091816261744,0.0022638405411438494,0.005062675102154348,0.008656694754789153,0.016893610610327587,0.045036706705050826
1,0.0002426672364424877,0.0005278826126728302,0.0011442481734476764,0.0028475597001466854,0.019889772930979654,0.055815211526609204
2,0.0011763791864437287,0.0036450265933206196,0.005505227761449585,0.008555249226956038,0.007575097795313241,0.0338097548773011
3,8.5465942555113e-05,0.00029724197053887204,0.0005752418655678135,0.001987124925934568,0.011604764376603753,0.05812249850985519
4,0.00022323823351757703,0.0005439357652785578,0.0012963147837206763,0.0030033660276201795,0.020770185861830697,0.05796883579563332
5,0.001166505550859217,0.0026730532873991486,0.005310273912029976,0.008938832159337842,0.009800586440717164,0.03009579975337387
6,8.618447808227109e-05,0.0005993054024556149,0.0019122363470998537,0.004096657307580208,0.007772403150371654,0.03421203806858523
7,0.00019660904137087283,0.0006746947674008221,0.0009711670687965959,0.001888980109721182,0.01337056533381222,0.05888501266140133
8,0.0003985432503315435,0.0010028118101451317,0.0022724305601684383,0.0034006088348261998,0.015113992993295203,0.04205108811567267
9,0.0009655873515946354,0.002886863349592388,0.005770080753475983,0.008901453407711934,0.010904128866158762,0.06646498624115822
10,0.0007035080437701575,0.0020542618708502556,0.004113733815491568,0.00526512599584171,0.01011528854722242,0.054658175249041194
11,0.0005098992614762807,0.0016432573350633071,0.003200467092079644,0.005571261912251511,0.012359295537572167,0.03560898021884805
12,0.00044559786634049706,0.0012334443261658107,0.0021644426483893604,0.002897654269169306,0.009001116030873163,0.031141140640115764
13,0.0002499022725716488,0.0006966379929880093,0.0018420462804347266,0.005073854416863677,0.006797814783002973,0.0377195229694434
14,0.000711753250935115,0.0017353335941713713,0.002711643662901642,0.0036107186437998023,0.00920856767808067,0.05372992008615888
15,0.0001709724559731911,0.0005578223669043438,0.0015145464014749248,0.002648818188437143,0.00773803741904343,0.033217113877427866
16,0.0003349067974160883,0.0006850504714579701,0.0011356598974213432,0.002723235969567135,0.019013755857644057,0.04705283063092737
17,0.0004603200633778099,0.001548636280510929,0.002943364356401242,0.004083615485056151,0.00775728128650001,0.038228871180619746
18,0.0004877302039163533,0.002149577409124524,0.005082892225946829,0.009120742135120277,0.009643329193673066,0.055184234277173755
19,8.568476905784665e-05,0.00029728840527663765,0.0004014980878558749,0.002257979709995845,0.008332989092122052,0.059027104877923314
20,0.00011301437028621731,0.0006172080518648339,0.0011220855749931198,0.0020567312674079023,0.019565114136370316,0.04518953053557236
21,0.0005189535478275944,0.0013082726694159242,0.0018583865375090577,0.0026639837021521064,0.01343342936372863,0.0616631693513917
22,0.0007570460619452005,0.0035095559156972283,0.005631708631139002,0.00823689660919112,0.009518544220137192,0.05045805499571237
23,0.00037807641990083825,0.0009976802259288342,0.00225712106774739,0.003395556494540472,0.011034821888123608,0.030452819592290292
24,0.0001409718268009502,0.00042303758501348337,0.0012381680556923487,0.00223818361098831,0.009548022045179468,0.03672649858431615
25,0.00033021002869824305,0.0006918897644585507,0.0017240379538978217,0.003076310013497434,0.007466359718426171,0.05722612981640255
26,0.00031438827165180817,0.0005036451681697335,0.0009360322957379341,0.0020078816638409466,0.009941763462473606,0.03179448404450149
27,0.00037680419147603344,0.0006067748396830056,0.0016592160182872728,0.003171903425642308,0.011759030169537839,0.02940616000661174
28,0.00023064797515183857,0.0015625389282751965,0.003052988140770991,0.003620929236694766,0.012404587435097852,0.03602685161878125
29,0.00018514918162914406,0.0005348133827449417,0.0013315993184558723,0.0028227374349421032,0.008046707087601988,0.041693837346742764
30,0.00033728615310090414,0.0007136332270837601,0.0020283491347418063,0.0027374173295699007,0.007590754767964977,0.03738127046625548
31,0.0002447398644620568,0.0015709901016554922,0.0026077447240723905,0.0030528891738438742,0.008921726676995208,0.036550200069821036
32,0.0004320235970698564,0.000955917986627503,0.002792246488495376,0.003631979997882541,0.012893204968426164,0.05865826987368241
33,0.0006183440643336638,0.0014558714954043981,0.002105615169416036,0.004230470014478058,0.005376916380384155,0.03192389972372091
34,0.0004496379197714069,0.0017464447859872163,0.0033344647054231744,0.00487738595384836,0.010128833473377955,0.03248423447324698
35,6.229577552604253e-05,0.0001850010356985994,0.0007878112066836955,0.0012649008708813126,0.009056412284052542,0.034828022469197514
