,Gap:5,Gap:15,Gap:30,Gap:50,Gap:100,Gap:500
0,0.08693213684800898,0.24677509814918677,0.5389792484576557,0.9097027481772294,1.8670779584969153,5.033090297251823
1,0.02860347728547392,0.06449803701626472,0.13740886146943354,0.3275378575434661,2.174985978687605,6.096466629276501
2,0.12058328659562535,0.3712843522153674,0.5771172181716209,0.8968031407739765,0.9068984856982614,3.719573752103197
3,0.01065619742007852,0.03701626472237801,0.071228266965788,0.23051037577117217,1.3628715647784633,6.372966909702749
4,0.0269209197980931,0.06618059450364554,0.15759955131800338,0.3550196298373528,2.2383623107122825,6.3808188446438585
5,0.11946158160403814,0.28379136287156476,0.5630959057767807,0.9399887829500841,1.2271452607964106,3.437464946719013
6,0.01065619742007852,0.0723499719573752,0.24621424565339317,0.5378575434660684,0.9355019629837352,3.7829500841278745
7,0.023555804823331465,0.08132361189007291,0.11777902411665732,0.22826696578799777,1.548513740886147,6.409422321929332
8,0.04655075715086932,0.11833987661245092,0.26360067302299495,0.39596186203028605,1.675266404935502,4.708917554683119
9,0.10207515423443635,0.303421200224341,0.6023555804823332,0.9321368480089737,1.2910824453168817,7.280987100392597
10,0.07795849691531127,0.22826696578799777,0.45316881660123387,0.5866517106001121,1.1957375210319685,6.2742568704430735
11,0.05832865956253505,0.1878855860908581,0.3645541222658441,0.6214245653393158,1.409983174425126,3.985417835109366
12,0.05103757711721817,0.14189568143578238,0.25294447560291644,0.340437464946719,1.0762759394279304,3.498597868760516
13,0.029725182277061134,0.08300616937745373,0.21088053841839596,0.5518788558609086,0.8295008412787437,4.208637128435222
14,0.07795849691531127,0.19293325855300056,0.306225462703309,0.41559169938306223,1.0919798093101514,5.836231071228267
15,0.02131239484015704,0.06786315199102635,0.1772293886707796,0.30790802019068986,0.9270891755468312,3.6489063376332025
16,0.03925967470555244,0.08132361189007291,0.1351654514862591,0.3129556926528323,2.0964666292765,5.210319685922602
17,0.05272013460459899,0.17554683118339875,0.3331463825014021,0.4621424565339316,0.9242849130678632,4.237240605720696
18,0.056085249579360626,0.23555804823331464,0.5423443634324173,0.9523275378575434,1.1665731912507011,6.018508132361189
19,0.01065619742007852,0.03701626472237801,0.04991587212563096,0.25518788558609085,1.0005608524957936,6.428491306786316
20,0.014021312394840156,0.07964105440269209,0.14526079641054404,0.2574312955692653,2.145260796410544,5.0229949523275375
21,0.05888951205832866,0.15030846887268648,0.21592821088053843,0.31127313516545146,1.5546831183398766,6.743690409422322
22,0.08300616937745373,0.35782389231632084,0.5894559730790802,0.8670779584969153,1.1575995513180033,5.570386988222098
23,0.0443073471676949,0.11777902411665732,0.2619181155356141,0.3954010095344924,1.3084688726864835,3.402692091979809
24,0.01682557487380819,0.05215928210880538,0.15872125630959058,0.27930454290521595,1.1446999439147505,4.079080201906899
25,0.038698822209758836,0.08244531688166012,0.20190689848569826,0.35782389231632084,0.8968031407739765,6.2703309029725185
26,0.04150308468872686,0.06561974200785194,0.1166573191250701,0.2417274256870443,1.1671340437464948,3.515423443634324
27,0.04991587212563096,0.07739764441951767,0.1962983735277622,0.3645541222658441,1.3768928771733033,3.278182837913629
28,0.027481772293886708,0.17498597868760515,0.3415591699383062,0.4099831744251262,1.4234436343241728,4.020751542344364
29,0.022434099831744252,0.06505888951205833,0.16320807627593942,0.3331463825014021,0.9551318003365115,4.839596186203028
30,0.03925967470555244,0.08693213684800898,0.23499719573752104,0.319125070106562,0.9063376332024677,4.130678631519911
31,0.029164329781267526,0.17442512619181155,0.29220415030846886,0.34492428491306787,1.052720134604599,4.079080201906899
32,0.049355019629837356,0.11160964666292765,0.3129556926528323,0.411665731912507,1.4761637689287717,6.42456533931576
33,0.06842400448681997,0.16432978126752665,0.24004486819966347,0.4722378014582165,0.7190128996074032,3.6360067302299495
34,0.051598429613011774,0.19405496354458776,0.3712843522153674,0.5445877734155917,1.1934941110487942,3.632080762759394
35,0.007851934941110488,0.023555804823331465,0.09646662927650028,0.15872125630959058,1.0717891194615816,3.8979248457655635
36,0.05945036455412227,0.1962983735277622,0.2787436904094223,0.31688166012338753,1.2938867077958498,5.709478407178912
37,0.05832865956253505,0.14526079641054404,0.2546270330902973,0.4537296690970275,1.1144139091418956,6.093662366797532
38,0.04823331463825014,0.10039259674705553,0.15928210880538418,0.3651149747616377,0.8081884464385867,6.445316881660124
39,0.07739764441951767,0.14582164890633764,0.18900729108244532,0.3914750420639372,1.0454290521592822,6.010095344924285
40,0.01065619742007852,0.03365114974761638,0.09927089175546831,0.2680874929893438,2.155356141334829,4.7851934941110486
41,0.03196859226023556,0.16376892877173305,0.27930454290521595,0.4722378014582165,0.9556926528323051,5.614133482893999
42,0.12058328659562535,0.2961301177790241,0.6483454851374089,0.8816601233875491,1.3438025799214806,6.428491306786316
43,0.06898485698261357,0.13123948401570387,0.18283791362871565,0.27089175546831185,2.250701065619742,6.762198541783511
44,0.039820527201346045,0.17049915872125632,0.2938867077958497,0.4823331463825014,1.163768928771733,6.29388670779585
