YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Valley, MT",30105,28022,1455,17.4,1631
1997-01-01,"Valley, MT",30105,29581,1492,18.0,1619
1998-01-01,"Valley, MT",30105,29836,1466,18.1,1601
1999-01-01,"Valley, MT",30105,30607,1202,15.8,1585
2000-01-01,"Valley, MT",30105,32194,1132,15.2,1497
2001-01-01,"Valley, MT",30105,31616,1103,15.0,1432
2002-01-01,"Valley, MT",30105,31225,1097,15.1,1353
2003-01-01,"Valley, MT",30105,32298,1050,14.6,1304
2004-01-01,"Valley, MT",30105,34514,978,13.8,1266
2005-01-01,"Valley, MT",30105,34202,1048,15.1,1238
2006-01-01,"Valley, MT",30105,35483,1047,15.2,1190
2007-01-01,"Valley, MT",30105,37019,1007,14.8,1229
2008-01-01,"Valley, MT",30105,39344,984,14.5,1232
2009-01-01,"Valley, MT",30105,38274,952,14.3,1238
2010-01-01,"Valley, MT",30105,38224,920,14.0,1224
2011-01-01,"Valley, MT",30105,38285,888,13.0,1202
2012-01-01,"Valley, MT",30105,38380,868,13.0,1178
2013-01-01,"Valley, MT",30105,38549,856,13.0,1155
2014-01-01,"Valley, MT",30105,38794,850,13.0,1136
2015-01-01,"Valley, MT",30105,39084,846,13.0,1123
2016-01-01,"Valley, MT",30105,39382,841,13.0,1114
2017-01-01,"Valley, MT",30105,39655,834,13.0,1109
2018-01-01,"Valley, MT",30105,39888,826,13.0,1104
2019-01-01,"Valley, MT",30105,40075,817,13.0,1100
