YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Florence, SC",45041,29541,25151,20.4,23465
1997-01-01,"Florence, SC",45041,30557,24237,19.4,22983
1998-01-01,"Florence, SC",45041,30932,23547,18.7,22969
1999-01-01,"Florence, SC",45041,32556,20802,16.9,22759
2000-01-01,"Florence, SC",45041,34779,19692,15.9,22460
2001-01-01,"Florence, SC",45041,34028,20694,16.7,22543
2002-01-01,"Florence, SC",45041,34009,20990,16.6,22217
2003-01-01,"Florence, SC",45041,34903,20774,16.3,21972
2004-01-01,"Florence, SC",45041,35835,22975,17.8,22554
2005-01-01,"Florence, SC",45041,37251,22034,17.4,22867
2006-01-01,"Florence, SC",45041,38417,22105,17.3,22703
2007-01-01,"Florence, SC",45041,40371,22839,17.8,23040
2008-01-01,"Florence, SC",45041,40997,23565,18.2,23016
2009-01-01,"Florence, SC",45041,39919,23991,18.4,23111
2010-01-01,"Florence, SC",45041,41219,22346,17.0,23216
2011-01-01,"Florence, SC",45041,41730,22130,17.0,23064
2012-01-01,"Florence, SC",45041,41857,22971,17.0,23025
2013-01-01,"Florence, SC",45041,42119,23629,18.0,23136
2014-01-01,"Florence, SC",45041,42585,23707,18.0,23257
2015-01-01,"Florence, SC",45041,43057,23574,18.0,23309
2016-01-01,"Florence, SC",45041,43419,23588,18.0,23320
2017-01-01,"Florence, SC",45041,43702,23753,18.0,23338
2018-01-01,"Florence, SC",45041,43977,23916,18.0,23375
2019-01-01,"Florence, SC",45041,44262,24004,18.0,23415
