YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Richland, WI",55103,29118,2020,11.2,2201
1997-01-01,"Richland, WI",55103,31988,2002,11.1,2209
1998-01-01,"Richland, WI",55103,33969,2023,11.3,2095
1999-01-01,"Richland, WI",55103,34235,1838,10.3,2187
2000-01-01,"Richland, WI",55103,35652,1818,10.2,2115
2001-01-01,"Richland, WI",55103,35157,1805,10.1,2107
2002-01-01,"Richland, WI",55103,35521,1817,10.1,1993
2003-01-01,"Richland, WI",55103,37492,1748,9.6,1955
2004-01-01,"Richland, WI",55103,38823,2056,11.3,1884
2005-01-01,"Richland, WI",55103,38638,2165,12.0,1823
2006-01-01,"Richland, WI",55103,41437,2417,13.4,1776
2007-01-01,"Richland, WI",55103,42828,2051,11.5,1809
2008-01-01,"Richland, WI",55103,43904,2028,11.5,1809
2009-01-01,"Richland, WI",55103,42155,2052,11.7,1760
2010-01-01,"Richland, WI",55103,42559,1982,11.0,1822
2011-01-01,"Richland, WI",55103,42180,1949,11.0,1821
2012-01-01,"Richland, WI",55103,41983,1946,11.0,1823
2013-01-01,"Richland, WI",55103,41894,1960,11.0,1819
2014-01-01,"Richland, WI",55103,41930,1980,11.0,1812
2015-01-01,"Richland, WI",55103,42049,1999,11.0,1804
2016-01-01,"Richland, WI",55103,42204,2013,11.0,1797
2017-01-01,"Richland, WI",55103,42356,2020,11.0,1792
2018-01-01,"Richland, WI",55103,42481,2021,11.0,1789
2019-01-01,"Richland, WI",55103,42570,2020,11.0,1787
