YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Candler, GA",13043,24240,2129,25.1,1561
1997-01-01,"Candler, GA",13043,25017,2055,23.0,1722
1998-01-01,"Candler, GA",13043,25384,2128,24.3,1816
1999-01-01,"Candler, GA",13043,24999,2104,22.9,1836
2000-01-01,"Candler, GA",13043,26298,2021,22.2,1933
2001-01-01,"Candler, GA",13043,25335,2143,22.9,1900
2002-01-01,"Candler, GA",13043,25414,2110,21.9,1893
2003-01-01,"Candler, GA",13043,26214,2103,21.5,1924
2004-01-01,"Candler, GA",13043,27441,2141,21.6,1931
2005-01-01,"Candler, GA",13043,28232,2292,23.3,1921
2006-01-01,"Candler, GA",13043,29226,2575,25.3,1904
2007-01-01,"Candler, GA",13043,31239,2243,22.2,1905
2008-01-01,"Candler, GA",13043,31651,2400,23.7,1914
2009-01-01,"Candler, GA",13043,31020,2568,25.2,1992
2010-01-01,"Candler, GA",13043,31496,2477,23.0,1959
2011-01-01,"Candler, GA",13043,32280,2511,24.0,1962
2012-01-01,"Candler, GA",13043,32822,2563,24.0,1963
2013-01-01,"Candler, GA",13043,33356,2598,24.0,1965
2014-01-01,"Candler, GA",13043,33890,2632,24.0,1967
2015-01-01,"Candler, GA",13043,34405,2666,25.0,1970
2016-01-01,"Candler, GA",13043,34909,2700,25.0,1973
2017-01-01,"Candler, GA",13043,35403,2732,25.0,1977
2018-01-01,"Candler, GA",13043,35886,2764,25.0,1980
2019-01-01,"Candler, GA",13043,36361,2795,25.0,1983
