YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Newton, TX",48351,24147,3177,22.1,2765
1997-01-01,"Newton, TX",48351,25358,3269,22.8,2750
1998-01-01,"Newton, TX",48351,27239,2917,20.3,2830
1999-01-01,"Newton, TX",48351,27673,2718,18.7,2781
2000-01-01,"Newton, TX",48351,28574,3013,20.8,2735
2001-01-01,"Newton, TX",48351,27762,3125,21.9,2602
2002-01-01,"Newton, TX",48351,27853,3075,21.5,2568
2003-01-01,"Newton, TX",48351,28214,2766,20.1,2561
2004-01-01,"Newton, TX",48351,28242,2903,21.1,2516
2005-01-01,"Newton, TX",48351,32319,3089,22.6,2448
2006-01-01,"Newton, TX",48351,30570,3079,22.9,2325
2007-01-01,"Newton, TX",48351,34162,2693,20.4,2340
2008-01-01,"Newton, TX",48351,35524,2935,22.3,2335
2009-01-01,"Newton, TX",48351,37319,2658,20.4,2185
2010-01-01,"Newton, TX",48351,37804,2775,21.0,2059
2011-01-01,"Newton, TX",48351,39321,2740,22.0,1958
2012-01-01,"Newton, TX",48351,41445,2689,22.0,1853
2013-01-01,"Newton, TX",48351,43747,2632,22.0,1731
2014-01-01,"Newton, TX",48351,46167,2576,22.0,1591
2015-01-01,"Newton, TX",48351,48798,2517,22.0,1435
2016-01-01,"Newton, TX",48351,51719,2451,22.0,1263
2017-01-01,"Newton, TX",48351,54969,2377,23.0,1073
2018-01-01,"Newton, TX",48351,58574,2294,23.0,863
2019-01-01,"Newton, TX",48351,62566,2204,23.0,630
