YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Haywood, TN",47075,23015,4590,23.0,4060
1997-01-01,"Haywood, TN",47075,25064,4136,20.9,3978
1998-01-01,"Haywood, TN",47075,26576,3809,19.4,3916
1999-01-01,"Haywood, TN",47075,27211,3421,17.4,3775
2000-01-01,"Haywood, TN",47075,28661,3399,17.3,3667
2001-01-01,"Haywood, TN",47075,27748,3487,18.0,3893
2002-01-01,"Haywood, TN",47075,27521,3476,17.9,3552
2003-01-01,"Haywood, TN",47075,28776,3316,17.1,3568
2004-01-01,"Haywood, TN",47075,29805,3692,19.0,3511
2005-01-01,"Haywood, TN",47075,30988,3814,19.8,3693
2006-01-01,"Haywood, TN",47075,30213,5000,26.2,3785
2007-01-01,"Haywood, TN",47075,33007,4216,22.4,3648
2008-01-01,"Haywood, TN",47075,32860,4104,21.9,3484
2009-01-01,"Haywood, TN",47075,32115,3973,21.4,3322
2010-01-01,"Haywood, TN",47075,33694,3226,17.0,3029
2011-01-01,"Haywood, TN",47075,34418,3175,17.0,3054
2012-01-01,"Haywood, TN",47075,34501,3445,18.0,3162
2013-01-01,"Haywood, TN",47075,34510,3670,19.0,3220
2014-01-01,"Haywood, TN",47075,34675,3747,20.0,3212
2015-01-01,"Haywood, TN",47075,34977,3727,20.0,3169
2016-01-01,"Haywood, TN",47075,35323,3681,20.0,3125
2017-01-01,"Haywood, TN",47075,35647,3652,19.0,3092
2018-01-01,"Haywood, TN",47075,35930,3643,19.0,3068
2019-01-01,"Haywood, TN",47075,36181,3644,19.0,3049
