YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Donley, TX",48129,22533,794,21.5,636
1997-01-01,"Donley, TX",48129,24046,779,21.2,674
1998-01-01,"Donley, TX",48129,23808,746,20.3,683
1999-01-01,"Donley, TX",48129,27321,666,18.3,722
2000-01-01,"Donley, TX",48129,28456,711,19.5,687
2001-01-01,"Donley, TX",48129,28430,752,20.5,698
2002-01-01,"Donley, TX",48129,27848,701,19.0,667
2003-01-01,"Donley, TX",48129,28967,603,16.4,681
2004-01-01,"Donley, TX",48129,29089,596,16.5,725
2005-01-01,"Donley, TX",48129,30561,680,19.0,677
2006-01-01,"Donley, TX",48129,33208,662,18.7,703
2007-01-01,"Donley, TX",48129,34093,596,16.6,676
2008-01-01,"Donley, TX",48129,35875,616,17.4,654
2009-01-01,"Donley, TX",48129,34152,675,20.1,674
2010-01-01,"Donley, TX",48129,38488,751,22.0,690
2011-01-01,"Donley, TX",48129,41790,784,23.0,661
2012-01-01,"Donley, TX",48129,43764,783,24.0,642
2013-01-01,"Donley, TX",48129,45908,788,24.0,639
2014-01-01,"Donley, TX",48129,48805,811,25.0,636
2015-01-01,"Donley, TX",48129,52210,841,27.0,628
2016-01-01,"Donley, TX",48129,55910,872,28.0,616
2017-01-01,"Donley, TX",48129,59956,905,30.0,604
2018-01-01,"Donley, TX",48129,64479,942,32.0,592
2019-01-01,"Donley, TX",48129,69554,984,34.0,578
