YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Stevens, WA",53065,31314,5967,15.4,6676
1997-01-01,"Stevens, WA",53065,32387,6016,15.1,6738
1998-01-01,"Stevens, WA",53065,33545,6133,15.2,6942
1999-01-01,"Stevens, WA",53065,33944,6055,15.2,6657
2000-01-01,"Stevens, WA",53065,35324,6100,15.2,6637
2001-01-01,"Stevens, WA",53065,34231,6090,15.2,6611
2002-01-01,"Stevens, WA",53065,34792,6145,15.1,6469
2003-01-01,"Stevens, WA",53065,36061,6015,14.6,6342
2004-01-01,"Stevens, WA",53065,37354,6307,15.1,6386
2005-01-01,"Stevens, WA",53065,36393,7258,17.5,6281
2006-01-01,"Stevens, WA",53065,39780,6566,15.6,6294
2007-01-01,"Stevens, WA",53065,41861,6827,16.5,6434
2008-01-01,"Stevens, WA",53065,44513,6238,15.0,6541
2009-01-01,"Stevens, WA",53065,40770,6720,16.0,6860
2010-01-01,"Stevens, WA",53065,40107,6586,16.0,6732
2011-01-01,"Stevens, WA",53065,39906,6273,15.0,6803
2012-01-01,"Stevens, WA",53065,38516,6295,15.0,6852
2013-01-01,"Stevens, WA",53065,37569,6223,15.0,6849
2014-01-01,"Stevens, WA",53065,36765,6167,15.0,6843
2015-01-01,"Stevens, WA",53065,36094,6148,15.0,6822
2016-01-01,"Stevens, WA",53065,35666,6141,15.0,6790
2017-01-01,"Stevens, WA",53065,35459,6150,15.0,6754
2018-01-01,"Stevens, WA",53065,35454,6172,15.0,6716
2019-01-01,"Stevens, WA",53065,35621,6203,15.0,6682
