YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Lyon, KY",21143,27618,953,14.5,912
1997-01-01,"Lyon, KY",21143,29466,983,14.7,952
1998-01-01,"Lyon, KY",21143,30821,905,13.4,948
1999-01-01,"Lyon, KY",21143,31293,883,13.4,990
2000-01-01,"Lyon, KY",21143,32241,915,13.8,1002
2001-01-01,"Lyon, KY",21143,31692,965,14.6,1011
2002-01-01,"Lyon, KY",21143,32607,959,14.6,1069
2003-01-01,"Lyon, KY",21143,33898,867,13.0,1041
2004-01-01,"Lyon, KY",21143,35203,952,14.3,1016
2005-01-01,"Lyon, KY",21143,35191,1015,15.4,1045
2006-01-01,"Lyon, KY",21143,38163,1055,15.7,1095
2007-01-01,"Lyon, KY",21143,40082,1005,15.0,982
2008-01-01,"Lyon, KY",21143,40932,1096,16.4,1008
2009-01-01,"Lyon, KY",21143,39417,1218,18.4,939
2010-01-01,"Lyon, KY",21143,39816,1302,19.0,941
2011-01-01,"Lyon, KY",21143,40424,1289,19.0,885
2012-01-01,"Lyon, KY",21143,40237,1332,19.0,853
2013-01-01,"Lyon, KY",21143,39997,1384,20.0,835
2014-01-01,"Lyon, KY",21143,39841,1409,20.0,808
2015-01-01,"Lyon, KY",21143,39536,1429,21.0,782
2016-01-01,"Lyon, KY",21143,39119,1450,21.0,763
2017-01-01,"Lyon, KY",21143,38676,1463,21.0,746
2018-01-01,"Lyon, KY",21143,38199,1470,21.0,731
2019-01-01,"Lyon, KY",21143,37688,1472,21.0,720
