YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Elk, PA",42047,34800,2646,7.4,4694
1997-01-01,"Elk, PA",42047,37483,2745,7.8,4711
1998-01-01,"Elk, PA",42047,38663,2782,8.0,4750
1999-01-01,"Elk, PA",42047,38025,2544,7.2,4683
2000-01-01,"Elk, PA",42047,39318,2459,7.1,4694
2001-01-01,"Elk, PA",42047,38242,2731,7.9,4610
2002-01-01,"Elk, PA",42047,38787,2615,7.6,4600
2003-01-01,"Elk, PA",42047,39376,2802,8.2,4446
2004-01-01,"Elk, PA",42047,40482,2949,8.8,4453
2005-01-01,"Elk, PA",42047,40884,2849,8.6,4356
2006-01-01,"Elk, PA",42047,42036,3098,9.5,4269
2007-01-01,"Elk, PA",42047,42201,3085,9.6,4219
2008-01-01,"Elk, PA",42047,43858,2989,9.4,4113
2009-01-01,"Elk, PA",42047,41908,3370,10.7,4064
2010-01-01,"Elk, PA",42047,44003,3287,10.0,3920
2011-01-01,"Elk, PA",42047,44968,3473,11.0,3838
2012-01-01,"Elk, PA",42047,45911,3528,11.0,3706
2013-01-01,"Elk, PA",42047,46896,3682,12.0,3573
2014-01-01,"Elk, PA",42047,48070,3815,12.0,3423
2015-01-01,"Elk, PA",42047,49333,3973,13.0,3260
2016-01-01,"Elk, PA",42047,50729,4142,14.0,3079
2017-01-01,"Elk, PA",42047,52263,4330,15.0,2880
2018-01-01,"Elk, PA",42047,53953,4537,16.0,2661
2019-01-01,"Elk, PA",42047,55813,4765,17.0,2420
