YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Steuben, NY",36101,33064,14266,14.4,20313
1997-01-01,"Steuben, NY",36101,33732,15214,15.5,20276
1998-01-01,"Steuben, NY",36101,35003,14980,15.3,20363
1999-01-01,"Steuben, NY",36101,35119,13048,13.3,20139
2000-01-01,"Steuben, NY",36101,37146,12055,12.3,20035
2001-01-01,"Steuben, NY",36101,36008,11976,12.2,20004
2002-01-01,"Steuben, NY",36101,35752,12272,12.5,19655
2003-01-01,"Steuben, NY",36101,36169,13334,13.6,19642
2004-01-01,"Steuben, NY",36101,37959,13296,13.6,18997
2005-01-01,"Steuben, NY",36101,38832,13085,13.6,18435
2006-01-01,"Steuben, NY",36101,41468,12021,12.5,18189
2007-01-01,"Steuben, NY",36101,41519,14287,15.0,17426
2008-01-01,"Steuben, NY",36101,43568,12844,13.5,17142
2009-01-01,"Steuben, NY",36101,42764,14342,15.1,16793
2010-01-01,"Steuben, NY",36101,44826,14163,14.0,16382
2011-01-01,"Steuben, NY",36101,45923,14243,15.0,15809
2012-01-01,"Steuben, NY",36101,47684,14073,15.0,15268
2013-01-01,"Steuben, NY",36101,49062,14271,15.0,14605
2014-01-01,"Steuben, NY",36101,50929,14372,15.0,13927
2015-01-01,"Steuben, NY",36101,52716,14635,15.0,13152
2016-01-01,"Steuben, NY",36101,54864,14821,16.0,12333
2017-01-01,"Steuben, NY",36101,57072,15085,16.0,11421
2018-01-01,"Steuben, NY",36101,59581,15318,17.0,10441
2019-01-01,"Steuben, NY",36101,62244,15607,17.0,9361
