YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Wayne, NY",36117,39431,8937,9.4,18504
1997-01-01,"Wayne, NY",36117,40181,10126,10.6,18925
1998-01-01,"Wayne, NY",36117,40842,10365,10.8,19114
1999-01-01,"Wayne, NY",36117,41532,9253,9.9,19059
2000-01-01,"Wayne, NY",36117,43932,8228,8.9,18996
2001-01-01,"Wayne, NY",36117,43594,8307,9.0,18781
2002-01-01,"Wayne, NY",36117,43551,8408,9.0,18554
2003-01-01,"Wayne, NY",36117,44009,9422,10.1,18271
2004-01-01,"Wayne, NY",36117,45417,9376,10.1,17785
2005-01-01,"Wayne, NY",36117,48405,7981,8.7,17472
2006-01-01,"Wayne, NY",36117,48230,10521,11.5,17069
2007-01-01,"Wayne, NY",36117,51853,10146,11.3,16638
2008-01-01,"Wayne, NY",36117,54578,8922,9.9,16385
2009-01-01,"Wayne, NY",36117,49849,9939,11.0,15910
2010-01-01,"Wayne, NY",36117,53984,10485,11.0,15791
2011-01-01,"Wayne, NY",36117,53742,10802,11.0,15359
2012-01-01,"Wayne, NY",36117,56561,10677,11.0,15034
2013-01-01,"Wayne, NY",36117,57355,10888,12.0,14549
2014-01-01,"Wayne, NY",36117,59504,11041,12.0,14100
2015-01-01,"Wayne, NY",36117,60918,11337,12.0,13573
2016-01-01,"Wayne, NY",36117,63010,11589,13.0,13041
2017-01-01,"Wayne, NY",36117,64883,11897,13.0,12453
2018-01-01,"Wayne, NY",36117,67133,12195,13.0,11836
2019-01-01,"Wayne, NY",36117,69385,12532,14.0,11166
