YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Reno, KS",20155,32100,7618,12.5,11252
1997-01-01,"Reno, KS",20155,35475,7556,12.3,11153
1998-01-01,"Reno, KS",20155,37063,7425,12.0,11045
1999-01-01,"Reno, KS",20155,35788,7538,12.2,10927
2000-01-01,"Reno, KS",20155,36939,6521,10.6,10820
2001-01-01,"Reno, KS",20155,35980,7065,11.6,10667
2002-01-01,"Reno, KS",20155,35683,7510,12.3,10428
2003-01-01,"Reno, KS",20155,35875,7616,12.5,10262
2004-01-01,"Reno, KS",20155,37072,8099,13.4,10390
2005-01-01,"Reno, KS",20155,39790,7862,13.1,10299
2006-01-01,"Reno, KS",20155,39314,7249,12.0,10052
2007-01-01,"Reno, KS",20155,40418,7515,12.6,9986
2008-01-01,"Reno, KS",20155,42597,7491,12.5,9807
2009-01-01,"Reno, KS",20155,41536,8288,13.8,9799
2010-01-01,"Reno, KS",20155,42262,7957,13.0,9765
2011-01-01,"Reno, KS",20155,42475,7882,13.0,9688
2012-01-01,"Reno, KS",20155,42627,7911,13.0,9611
2013-01-01,"Reno, KS",20155,42923,7965,13.0,9537
2014-01-01,"Reno, KS",20155,43324,8014,13.0,9465
2015-01-01,"Reno, KS",20155,43750,8053,13.0,9395
2016-01-01,"Reno, KS",20155,44158,8087,13.0,9326
2017-01-01,"Reno, KS",20155,44544,8120,13.0,9259
2018-01-01,"Reno, KS",20155,44912,8153,13.0,9193
2019-01-01,"Reno, KS",20155,45271,8186,13.0,9130
