YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Gallia, OH",39053,27426,6104,18.9,5866
1997-01-01,"Gallia, OH",39053,28349,6057,18.4,5764
1998-01-01,"Gallia, OH",39053,29503,5943,18.1,5705
1999-01-01,"Gallia, OH",39053,29988,5687,18.7,5692
2000-01-01,"Gallia, OH",39053,31168,5101,16.8,5692
2001-01-01,"Gallia, OH",39053,30359,5295,17.3,5459
2002-01-01,"Gallia, OH",39053,31178,5011,16.3,5304
2003-01-01,"Gallia, OH",39053,32167,4737,15.5,5124
2004-01-01,"Gallia, OH",39053,33156,5345,17.4,4910
2005-01-01,"Gallia, OH",39053,33074,6943,22.8,4873
2006-01-01,"Gallia, OH",39053,34448,6233,20.5,4875
2007-01-01,"Gallia, OH",39053,36050,6919,23.1,4846
2008-01-01,"Gallia, OH",39053,38997,6092,20.3,4857
2009-01-01,"Gallia, OH",39053,36575,6250,20.9,4838
2010-01-01,"Gallia, OH",39053,36826,6235,20.0,4811
2011-01-01,"Gallia, OH",39053,37047,6225,20.0,4784
2012-01-01,"Gallia, OH",39053,37246,6230,20.0,4755
2013-01-01,"Gallia, OH",39053,37445,6248,21.0,4728
2014-01-01,"Gallia, OH",39053,37648,6272,21.0,4702
2015-01-01,"Gallia, OH",39053,37849,6298,21.0,4680
2016-01-01,"Gallia, OH",39053,38040,6322,21.0,4660
2017-01-01,"Gallia, OH",39053,38217,6342,21.0,4643
2018-01-01,"Gallia, OH",39053,38375,6358,21.0,4629
2019-01-01,"Gallia, OH",39053,38514,6371,21.0,4616
