YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Mono, CA",6051,32885,997,9.5,1809
1997-01-01,"Mono, CA",6051,36276,1167,11.2,1882
1998-01-01,"Mono, CA",6051,38600,1165,11.1,1938
1999-01-01,"Mono, CA",6051,41002,1142,9.0,1948
2000-01-01,"Mono, CA",6051,44382,1167,9.0,2109
2001-01-01,"Mono, CA",6051,44395,1141,8.8,2070
2002-01-01,"Mono, CA",6051,44575,1052,8.1,2140
2003-01-01,"Mono, CA",6051,45560,1105,8.7,2257
2004-01-01,"Mono, CA",6051,48083,1031,8.2,2233
2005-01-01,"Mono, CA",6051,49703,1133,9.3,2235
2006-01-01,"Mono, CA",6051,51135,1238,9.7,2312
2007-01-01,"Mono, CA",6051,54174,1220,9.6,2517
2008-01-01,"Mono, CA",6051,55798,1224,9.6,1930
2009-01-01,"Mono, CA",6051,53973,1488,11.7,1709
2010-01-01,"Mono, CA",6051,51751,1552,11.0,1651
2011-01-01,"Mono, CA",6051,49418,1465,9.0,1752
2012-01-01,"Mono, CA",6051,47755,1307,8.0,1970
2013-01-01,"Mono, CA",6051,47381,1144,7.0,2206
2014-01-01,"Mono, CA",6051,48321,1039,7.0,2372
2015-01-01,"Mono, CA",6051,50092,1024,7.0,2413
2016-01-01,"Mono, CA",6051,51957,1094,8.0,2332
2017-01-01,"Mono, CA",6051,53230,1211,9.0,2175
2018-01-01,"Mono, CA",6051,53531,1326,10.0,2010
2019-01-01,"Mono, CA",6051,52890,1396,10.0,1901
