YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Pierce, WA",53053,37006,76889,11.9,113700
1997-01-01,"Pierce, WA",53053,41853,73016,11.0,117550
1998-01-01,"Pierce, WA",53053,44389,69907,10.3,120513
1999-01-01,"Pierce, WA",53053,44119,68420,10.0,123325
2000-01-01,"Pierce, WA",53053,46222,66831,9.5,125170
2001-01-01,"Pierce, WA",53053,45337,67583,9.5,126913
2002-01-01,"Pierce, WA",53053,46791,70735,9.8,127910
2003-01-01,"Pierce, WA",53053,48143,78044,10.7,129217
2004-01-01,"Pierce, WA",53053,49790,87131,11.8,130443
2005-01-01,"Pierce, WA",53053,49636,82450,11.3,128973
2006-01-01,"Pierce, WA",53053,53789,87020,11.7,130502
2007-01-01,"Pierce, WA",53053,55680,83390,11.1,129184
2008-01-01,"Pierce, WA",53053,58133,85886,11.3,130781
2009-01-01,"Pierce, WA",53053,55941,95421,12.3,131016
2010-01-01,"Pierce, WA",53053,57592,111110,14.0,132744
2011-01-01,"Pierce, WA",53053,61231,114693,14.0,131676
2012-01-01,"Pierce, WA",53053,64249,115765,14.0,130670
2013-01-01,"Pierce, WA",53053,66400,120358,15.0,130683
2014-01-01,"Pierce, WA",53053,68510,127995,16.0,131163
2015-01-01,"Pierce, WA",53053,71082,136323,17.0,131504
2016-01-01,"Pierce, WA",53053,74080,144406,18.0,131613
2017-01-01,"Pierce, WA",53053,77321,152673,19.0,131662
2018-01-01,"Pierce, WA",53053,80745,161713,20.0,131773
2019-01-01,"Pierce, WA",53053,84409,171703,21.0,131942
