YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Anderson, KS",20003,26698,1038,12.9,1462
1997-01-01,"Anderson, KS",20003,30776,1039,12.9,1504
1998-01-01,"Anderson, KS",20003,31114,1125,13.7,1514
1999-01-01,"Anderson, KS",20003,32140,1104,13.7,1526
2000-01-01,"Anderson, KS",20003,34035,973,12.0,1484
2001-01-01,"Anderson, KS",20003,33897,937,11.6,1474
2002-01-01,"Anderson, KS",20003,34250,948,11.6,1447
2003-01-01,"Anderson, KS",20003,34939,989,12.2,1404
2004-01-01,"Anderson, KS",20003,36715,1008,12.4,1375
2005-01-01,"Anderson, KS",20003,37384,1115,13.9,1372
2006-01-01,"Anderson, KS",20003,38465,1145,14.5,1403
2007-01-01,"Anderson, KS",20003,40330,956,12.3,1427
2008-01-01,"Anderson, KS",20003,41825,1075,13.7,1388
2009-01-01,"Anderson, KS",20003,41040,1071,13.9,1382
2010-01-01,"Anderson, KS",20003,42705,1052,13.0,1389
2011-01-01,"Anderson, KS",20003,43658,1037,13.0,1380
2012-01-01,"Anderson, KS",20003,44392,1035,13.0,1365
2013-01-01,"Anderson, KS",20003,45101,1040,13.0,1352
2014-01-01,"Anderson, KS",20003,45865,1046,13.0,1342
2015-01-01,"Anderson, KS",20003,46685,1050,13.0,1334
2016-01-01,"Anderson, KS",20003,47533,1052,13.0,1327
2017-01-01,"Anderson, KS",20003,48380,1053,14.0,1320
2018-01-01,"Anderson, KS",20003,49212,1053,14.0,1313
2019-01-01,"Anderson, KS",20003,50027,1053,14.0,1306
