YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Anderson, KY",21005,37587,1391,7.8,2952
1997-01-01,"Anderson, KY",21005,39913,1407,7.5,3080
1998-01-01,"Anderson, KY",21005,43185,1471,7.7,2923
1999-01-01,"Anderson, KY",21005,44429,1527,8.0,3462
2000-01-01,"Anderson, KY",21005,46617,1480,7.6,3504
2001-01-01,"Anderson, KY",21005,45982,1623,8.3,3674
2002-01-01,"Anderson, KY",21005,46473,1636,8.3,3737
2003-01-01,"Anderson, KY",21005,47350,1841,9.2,3830
2004-01-01,"Anderson, KY",21005,48280,1956,9.6,3987
2005-01-01,"Anderson, KY",21005,47415,1774,8.8,4054
2006-01-01,"Anderson, KY",21005,52056,1770,8.6,4094
2007-01-01,"Anderson, KY",21005,54819,1949,9.3,3855
2008-01-01,"Anderson, KY",21005,49615,2062,9.7,4016
2009-01-01,"Anderson, KY",21005,51486,2375,11.0,4009
2010-01-01,"Anderson, KY",21005,49749,2525,11.0,4232
2011-01-01,"Anderson, KY",21005,50863,2699,12.0,4318
2012-01-01,"Anderson, KY",21005,51066,2872,12.0,4452
2013-01-01,"Anderson, KY",21005,51739,3065,13.0,4568
2014-01-01,"Anderson, KY",21005,52210,3271,14.0,4701
2015-01-01,"Anderson, KY",21005,52786,3496,15.0,4838
2016-01-01,"Anderson, KY",21005,53338,3740,16.0,4986
2017-01-01,"Anderson, KY",21005,53936,4005,17.0,5145
2018-01-01,"Anderson, KY",21005,54560,4293,18.0,5316
2019-01-01,"Anderson, KY",21005,55228,4606,19.0,5501
