YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Vernon, WI",55123,27104,3284,12.0,4824
1997-01-01,"Vernon, WI",55123,29853,3562,13.0,4807
1998-01-01,"Vernon, WI",55123,31999,3465,12.5,4770
1999-01-01,"Vernon, WI",55123,32797,3274,11.7,4723
2000-01-01,"Vernon, WI",55123,34338,3446,12.3,4709
2001-01-01,"Vernon, WI",55123,33813,3477,12.4,4660
2002-01-01,"Vernon, WI",55123,34235,3443,12.2,4509
2003-01-01,"Vernon, WI",55123,35053,3117,10.9,4474
2004-01-01,"Vernon, WI",55123,37587,3594,12.4,4345
2005-01-01,"Vernon, WI",55123,36892,4494,15.8,3806
2006-01-01,"Vernon, WI",55123,38952,3941,13.7,4265
2007-01-01,"Vernon, WI",55123,43267,3883,13.6,4214
2008-01-01,"Vernon, WI",55123,43402,4131,14.4,4176
2009-01-01,"Vernon, WI",55123,40644,4509,15.6,4178
2010-01-01,"Vernon, WI",55123,40509,4651,16.0,3887
2011-01-01,"Vernon, WI",55123,41182,4128,14.0,4327
2012-01-01,"Vernon, WI",55123,40431,4334,15.0,4112
2013-01-01,"Vernon, WI",55123,40550,4155,14.0,4263
2014-01-01,"Vernon, WI",55123,40233,4231,14.0,4179
2015-01-01,"Vernon, WI",55123,40269,4162,14.0,4234
2016-01-01,"Vernon, WI",55123,40152,4191,14.0,4201
2017-01-01,"Vernon, WI",55123,40175,4165,14.0,4221
2018-01-01,"Vernon, WI",55123,40143,4177,14.0,4207
2019-01-01,"Vernon, WI",55123,40165,4168,14.0,4213
