YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Todd, KY",21219,26801,2073,18.4,1926
1997-01-01,"Todd, KY",21219,29247,1839,16.2,1998
1998-01-01,"Todd, KY",21219,31367,1756,15.4,1968
1999-01-01,"Todd, KY",21219,30029,1675,14.1,2080
2000-01-01,"Todd, KY",21219,30903,1784,14.9,2152
2001-01-01,"Todd, KY",21219,29929,2038,17.1,2099
2002-01-01,"Todd, KY",21219,29767,2030,17.0,2106
2003-01-01,"Todd, KY",21219,30988,1945,16.5,2158
2004-01-01,"Todd, KY",21219,32173,2005,16.9,2109
2005-01-01,"Todd, KY",21219,34157,2003,17.0,2186
2006-01-01,"Todd, KY",21219,34304,2247,18.8,2213
2007-01-01,"Todd, KY",21219,39375,2222,18.7,2032
2008-01-01,"Todd, KY",21219,36083,2181,18.2,2177
2009-01-01,"Todd, KY",21219,38678,2222,18.4,2162
2010-01-01,"Todd, KY",21219,38306,2283,18.0,2199
2011-01-01,"Todd, KY",21219,39039,2350,19.0,2192
2012-01-01,"Todd, KY",21219,39827,2385,19.0,2190
2013-01-01,"Todd, KY",21219,40532,2412,19.0,2192
2014-01-01,"Todd, KY",21219,41135,2439,20.0,2197
2015-01-01,"Todd, KY",21219,41680,2465,20.0,2202
2016-01-01,"Todd, KY",21219,42199,2492,20.0,2207
2017-01-01,"Todd, KY",21219,42702,2518,20.0,2212
2018-01-01,"Todd, KY",21219,43189,2543,20.0,2216
2019-01-01,"Todd, KY",21219,43658,2567,21.0,2220
