YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Elko, NV",32007,47909,3015,6.9,9303
1997-01-01,"Elko, NV",32007,49822,3365,7.3,10026
1998-01-01,"Elko, NV",32007,52823,3488,7.8,10524
1999-01-01,"Elko, NV",32007,49814,3581,8.1,10622
2000-01-01,"Elko, NV",32007,50989,3436,7.7,10616
2001-01-01,"Elko, NV",32007,50533,3614,8.3,10161
2002-01-01,"Elko, NV",32007,49821,3705,8.6,10100
2003-01-01,"Elko, NV",32007,49594,4270,9.8,9847
2004-01-01,"Elko, NV",32007,52202,3886,8.7,9582
2005-01-01,"Elko, NV",32007,54031,4435,10.0,9548
2006-01-01,"Elko, NV",32007,58076,4209,9.1,9658
2007-01-01,"Elko, NV",32007,62801,4040,8.7,9785
2008-01-01,"Elko, NV",32007,70125,3453,7.5,9752
2009-01-01,"Elko, NV",32007,62091,3880,8.2,9591
2010-01-01,"Elko, NV",32007,66447,3701,7.0,9873
2011-01-01,"Elko, NV",32007,65874,3675,7.0,9874
2012-01-01,"Elko, NV",32007,65090,3677,7.0,9876
2013-01-01,"Elko, NV",32007,64528,3680,7.0,9888
2014-01-01,"Elko, NV",32007,64035,3684,7.0,9898
2015-01-01,"Elko, NV",32007,63595,3689,7.0,9903
2016-01-01,"Elko, NV",32007,63222,3695,7.0,9906
2017-01-01,"Elko, NV",32007,62919,3701,7.0,9908
2018-01-01,"Elko, NV",32007,62682,3707,8.0,9908
2019-01-01,"Elko, NV",32007,62502,3712,8.0,9908
