YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Henderson, KY",21101,32757,6243,14.0,7851
1997-01-01,"Henderson, KY",21101,35263,5863,13.1,7649
1998-01-01,"Henderson, KY",21101,36197,5921,13.2,7048
1999-01-01,"Henderson, KY",21101,35623,5626,12.7,7559
2000-01-01,"Henderson, KY",21101,36902,5272,11.9,7431
2001-01-01,"Henderson, KY",21101,36474,5490,12.4,7295
2002-01-01,"Henderson, KY",21101,36977,5406,12.1,7118
2003-01-01,"Henderson, KY",21101,38161,5958,13.3,7119
2004-01-01,"Henderson, KY",21101,39222,6455,14.3,7037
2005-01-01,"Henderson, KY",21101,39796,6413,14.4,7183
2006-01-01,"Henderson, KY",21101,39988,6230,13.9,7211
2007-01-01,"Henderson, KY",21101,41692,5642,12.7,6912
2008-01-01,"Henderson, KY",21101,42025,6627,14.8,7055
2009-01-01,"Henderson, KY",21101,42438,7436,16.7,6932
2010-01-01,"Henderson, KY",21101,42817,7239,16.0,7441
2011-01-01,"Henderson, KY",21101,44521,7278,16.0,6871
2012-01-01,"Henderson, KY",21101,44964,7466,16.0,7084
2013-01-01,"Henderson, KY",21101,45985,7628,17.0,6931
2014-01-01,"Henderson, KY",21101,46729,7819,17.0,6969
2015-01-01,"Henderson, KY",21101,47645,8004,17.0,6910
2016-01-01,"Henderson, KY",21101,48508,8201,18.0,6900
2017-01-01,"Henderson, KY",21101,49435,8400,18.0,6864
2018-01-01,"Henderson, KY",21101,50368,8606,19.0,6840
2019-01-01,"Henderson, KY",21101,51336,8818,19.0,6808
