YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Union, OR",41061,30487,3603,14.5,4864
1997-01-01,"Union, OR",41061,32912,3437,13.9,4709
1998-01-01,"Union, OR",41061,33692,3581,14.6,4675
1999-01-01,"Union, OR",41061,33836,3190,13.3,4560
2000-01-01,"Union, OR",41061,35129,3009,12.6,4365
2001-01-01,"Union, OR",41061,34230,3028,12.7,4365
2002-01-01,"Union, OR",41061,34804,2888,12.0,4177
2003-01-01,"Union, OR",41061,35607,3098,13.0,4048
2004-01-01,"Union, OR",41061,37069,3308,13.8,3956
2005-01-01,"Union, OR",41061,37325,3490,14.7,3867
2006-01-01,"Union, OR",41061,41984,3606,15.2,3879
2007-01-01,"Union, OR",41061,39873,4036,16.7,3871
2008-01-01,"Union, OR",41061,41896,3641,15.0,3894
2009-01-01,"Union, OR",41061,40160,4084,16.8,3830
2010-01-01,"Union, OR",41061,42291,4086,16.0,3850
2011-01-01,"Union, OR",41061,41832,4242,17.0,3872
2012-01-01,"Union, OR",41061,42357,4285,17.0,3904
2013-01-01,"Union, OR",41061,42142,4359,17.0,3937
2014-01-01,"Union, OR",41061,42174,4389,17.0,3973
2015-01-01,"Union, OR",41061,41961,4416,17.0,4009
2016-01-01,"Union, OR",41061,41794,4422,18.0,4043
2017-01-01,"Union, OR",41061,41543,4419,17.0,4075
2018-01-01,"Union, OR",41061,41300,4404,17.0,4103
2019-01-01,"Union, OR",41061,41038,4382,17.0,4128
