YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Prairie, AR",5117,24325,1728,18.4,1651
1997-01-01,"Prairie, AR",5117,26039,1731,18.4,1604
1998-01-01,"Prairie, AR",5117,28238,1623,17.4,1613
1999-01-01,"Prairie, AR",5117,29493,1429,15.1,1635
2000-01-01,"Prairie, AR",5117,30590,1433,15.2,1577
2001-01-01,"Prairie, AR",5117,29722,1456,15.6,1577
2002-01-01,"Prairie, AR",5117,28921,1518,16.4,1558
2003-01-01,"Prairie, AR",5117,30797,1396,15.4,1529
2004-01-01,"Prairie, AR",5117,31292,1365,15.1,1405
2005-01-01,"Prairie, AR",5117,32712,1660,18.6,1339
2006-01-01,"Prairie, AR",5117,31732,1580,18.0,1349
2007-01-01,"Prairie, AR",5117,34975,1410,16.4,1344
2008-01-01,"Prairie, AR",5117,34703,1526,18.1,1352
2009-01-01,"Prairie, AR",5117,34936,1583,18.8,1308
2010-01-01,"Prairie, AR",5117,35367,1523,18.0,1296
2011-01-01,"Prairie, AR",5117,36092,1521,18.0,1260
2012-01-01,"Prairie, AR",5117,36768,1525,18.0,1226
2013-01-01,"Prairie, AR",5117,37442,1530,18.0,1193
2014-01-01,"Prairie, AR",5117,38130,1535,19.0,1161
2015-01-01,"Prairie, AR",5117,38836,1539,19.0,1128
2016-01-01,"Prairie, AR",5117,39561,1544,19.0,1095
2017-01-01,"Prairie, AR",5117,40305,1548,20.0,1061
2018-01-01,"Prairie, AR",5117,41067,1552,20.0,1027
2019-01-01,"Prairie, AR",5117,41847,1556,20.0,991
