YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Marshall, MN",27089,28927,1192,11.1,2439
1997-01-01,"Marshall, MN",27089,30975,1200,11.6,2031
1998-01-01,"Marshall, MN",27089,32606,1275,12.5,1431
1999-01-01,"Marshall, MN",27089,34175,1007,9.9,1393
2000-01-01,"Marshall, MN",27089,37071,877,8.9,1869
2001-01-01,"Marshall, MN",27089,36628,826,8.4,1759
2002-01-01,"Marshall, MN",27089,38097,773,7.8,1670
2003-01-01,"Marshall, MN",27089,41921,848,8.5,1634
2004-01-01,"Marshall, MN",27089,40054,859,8.7,1532
2005-01-01,"Marshall, MN",27089,39693,1027,10.5,1495
2006-01-01,"Marshall, MN",27089,43155,1021,10.4,1455
2007-01-01,"Marshall, MN",27089,45145,979,10.3,1410
2008-01-01,"Marshall, MN",27089,45780,918,9.8,1415
2009-01-01,"Marshall, MN",27089,46242,877,9.7,1414
2010-01-01,"Marshall, MN",27089,47299,823,9.0,1292
2011-01-01,"Marshall, MN",27089,48123,787,8.0,1315
2012-01-01,"Marshall, MN",27089,48637,780,8.0,1337
2013-01-01,"Marshall, MN",27089,48990,785,8.0,1336
2014-01-01,"Marshall, MN",27089,49293,790,8.0,1322
2015-01-01,"Marshall, MN",27089,49590,791,8.0,1306
2016-01-01,"Marshall, MN",27089,49883,789,8.0,1293
2017-01-01,"Marshall, MN",27089,50162,785,8.0,1282
2018-01-01,"Marshall, MN",27089,50420,781,8.0,1275
2019-01-01,"Marshall, MN",27089,50655,778,8.0,1268
