YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Jackson, IA",19097,28890,2394,11.7,3752
1997-01-01,"Jackson, IA",19097,32214,2300,11.3,3720
1998-01-01,"Jackson, IA",19097,33565,2222,10.9,3709
1999-01-01,"Jackson, IA",19097,34422,1977,9.8,3642
2000-01-01,"Jackson, IA",19097,36066,1908,9.4,3602
2001-01-01,"Jackson, IA",19097,35328,2003,9.9,3602
2002-01-01,"Jackson, IA",19097,35927,2068,10.2,3534
2003-01-01,"Jackson, IA",19097,36586,2003,9.9,3430
2004-01-01,"Jackson, IA",19097,38603,2262,11.1,3413
2005-01-01,"Jackson, IA",19097,39206,2660,13.3,3421
2006-01-01,"Jackson, IA",19097,38489,2567,12.8,3391
2007-01-01,"Jackson, IA",19097,41948,2122,10.8,3385
2008-01-01,"Jackson, IA",19097,41944,2469,12.5,3303
2009-01-01,"Jackson, IA",19097,44567,2058,10.6,3285
2010-01-01,"Jackson, IA",19097,44830,2102,10.0,3212
2011-01-01,"Jackson, IA",19097,45646,2220,11.0,3160
2012-01-01,"Jackson, IA",19097,46515,2323,11.0,3121
2013-01-01,"Jackson, IA",19097,47538,2367,12.0,3085
2014-01-01,"Jackson, IA",19097,48610,2375,12.0,3047
2015-01-01,"Jackson, IA",19097,49681,2375,12.0,3005
2016-01-01,"Jackson, IA",19097,50737,2382,12.0,2963
2017-01-01,"Jackson, IA",19097,51787,2396,12.0,2919
2018-01-01,"Jackson, IA",19097,52842,2414,12.0,2876
2019-01-01,"Jackson, IA",19097,53907,2432,12.0,2833
