YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Wallowa, OR",41063,27563,1068,14.2,1485
1997-01-01,"Wallowa, OR",41063,30361,967,13.1,1518
1998-01-01,"Wallowa, OR",41063,30362,1068,14.6,1428
1999-01-01,"Wallowa, OR",41063,31715,916,12.8,1434
2000-01-01,"Wallowa, OR",41063,33257,860,12.2,1315
2001-01-01,"Wallowa, OR",41063,32456,896,12.8,1266
2002-01-01,"Wallowa, OR",41063,32968,829,11.8,1198
2003-01-01,"Wallowa, OR",41063,33005,852,12.3,1106
2004-01-01,"Wallowa, OR",41063,34769,877,12.6,953
2005-01-01,"Wallowa, OR",41063,36058,942,13.7,956
2006-01-01,"Wallowa, OR",41063,38305,960,14.1,900
2007-01-01,"Wallowa, OR",41063,38677,961,14.4,868
2008-01-01,"Wallowa, OR",41063,42559,931,13.9,883
2009-01-01,"Wallowa, OR",41063,38209,1035,15.3,871
2010-01-01,"Wallowa, OR",41063,41775,928,13.0,891
2011-01-01,"Wallowa, OR",41063,39100,1020,15.0,872
2012-01-01,"Wallowa, OR",41063,41934,928,13.0,882
2013-01-01,"Wallowa, OR",41063,39492,1010,15.0,861
2014-01-01,"Wallowa, OR",41063,41954,932,14.0,867
2015-01-01,"Wallowa, OR",41063,39831,1005,15.0,848
2016-01-01,"Wallowa, OR",41063,42002,937,14.0,855
2017-01-01,"Wallowa, OR",41063,40155,1002,15.0,839
2018-01-01,"Wallowa, OR",41063,42056,943,14.0,845
2019-01-01,"Wallowa, OR",41063,40437,1000,15.0,832
