YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Decatur, IA",19053,22144,1531,20.1,1361
1997-01-01,"Decatur, IA",19053,25535,1480,19.5,1397
1998-01-01,"Decatur, IA",19053,25959,1389,18.1,1400
1999-01-01,"Decatur, IA",19053,27033,1196,14.9,1432
2000-01-01,"Decatur, IA",19053,28475,1214,15.2,1470
2001-01-01,"Decatur, IA",19053,27717,1262,15.7,1602
2002-01-01,"Decatur, IA",19053,27552,1402,17.3,1482
2003-01-01,"Decatur, IA",19053,28114,1146,14.4,1444
2004-01-01,"Decatur, IA",19053,29213,1333,16.8,1400
2005-01-01,"Decatur, IA",19053,29964,1601,20.5,1056
2006-01-01,"Decatur, IA",19053,35153,1359,17.3,1090
2007-01-01,"Decatur, IA",19053,31964,1475,19.3,1081
2008-01-01,"Decatur, IA",19053,33939,1651,21.7,1080
2009-01-01,"Decatur, IA",19053,32242,1586,21.1,1148
2010-01-01,"Decatur, IA",19053,30327,1639,21.0,1158
2011-01-01,"Decatur, IA",19053,30064,1585,21.0,1175
2012-01-01,"Decatur, IA",19053,29898,1568,20.0,1196
2013-01-01,"Decatur, IA",19053,29755,1550,20.0,1212
2014-01-01,"Decatur, IA",19053,29688,1534,20.0,1224
2015-01-01,"Decatur, IA",19053,29668,1521,19.0,1232
2016-01-01,"Decatur, IA",19053,29679,1511,19.0,1238
2017-01-01,"Decatur, IA",19053,29708,1503,19.0,1241
2018-01-01,"Decatur, IA",19053,29748,1498,19.0,1243
2019-01-01,"Decatur, IA",19053,29791,1494,19.0,1244
