YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Wheeler, TX",48483,26072,917,17.4,1111
1997-01-01,"Wheeler, TX",48483,28839,868,16.6,1016
1998-01-01,"Wheeler, TX",48483,29044,900,17.2,1070
1999-01-01,"Wheeler, TX",48483,30366,775,15.0,1032
2000-01-01,"Wheeler, TX",48483,32257,815,16.3,1052
2001-01-01,"Wheeler, TX",48483,32488,768,15.8,1024
2002-01-01,"Wheeler, TX",48483,30847,754,16.0,945
2003-01-01,"Wheeler, TX",48483,34228,648,13.8,945
2004-01-01,"Wheeler, TX",48483,35775,559,11.9,893
2005-01-01,"Wheeler, TX",48483,37203,654,14.0,924
2006-01-01,"Wheeler, TX",48483,37548,634,13.4,922
2007-01-01,"Wheeler, TX",48483,39603,576,12.3,914
2008-01-01,"Wheeler, TX",48483,43124,559,12.0,949
2009-01-01,"Wheeler, TX",48483,43565,606,12.6,1025
2010-01-01,"Wheeler, TX",48483,43089,624,13.0,1028
2011-01-01,"Wheeler, TX",48483,42474,620,13.0,1020
2012-01-01,"Wheeler, TX",48483,42046,612,13.0,1005
2013-01-01,"Wheeler, TX",48483,41838,602,12.0,991
2014-01-01,"Wheeler, TX",48483,41831,592,12.0,979
2015-01-01,"Wheeler, TX",48483,41961,583,12.0,972
2016-01-01,"Wheeler, TX",48483,42166,576,12.0,967
2017-01-01,"Wheeler, TX",48483,42398,571,12.0,965
2018-01-01,"Wheeler, TX",48483,42624,567,12.0,964
2019-01-01,"Wheeler, TX",48483,42826,564,12.0,964
