YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Bledsoe, TN",47007,24257,1973,21.1,1648
1997-01-01,"Bledsoe, TN",47007,25815,1984,20.2,1692
1998-01-01,"Bledsoe, TN",47007,28758,1757,17.7,1718
1999-01-01,"Bledsoe, TN",47007,28319,1947,17.3,1673
2000-01-01,"Bledsoe, TN",47007,29282,2179,19.2,1749
2001-01-01,"Bledsoe, TN",47007,28360,2339,20.6,1810
2002-01-01,"Bledsoe, TN",47007,28579,2303,20.1,1746
2003-01-01,"Bledsoe, TN",47007,29774,1947,16.7,1754
2004-01-01,"Bledsoe, TN",47007,30444,2247,19.0,1794
2005-01-01,"Bledsoe, TN",47007,31800,2608,22.3,1969
2006-01-01,"Bledsoe, TN",47007,32209,2715,23.0,2007
2007-01-01,"Bledsoe, TN",47007,34655,2535,21.3,2021
2008-01-01,"Bledsoe, TN",47007,33640,2860,23.9,1969
2009-01-01,"Bledsoe, TN",47007,32457,3003,25.5,1948
2010-01-01,"Bledsoe, TN",47007,31779,2930,25.0,1963
2011-01-01,"Bledsoe, TN",47007,31804,2809,24.0,1959
2012-01-01,"Bledsoe, TN",47007,31804,2753,24.0,1945
2013-01-01,"Bledsoe, TN",47007,31693,2733,24.0,1935
2014-01-01,"Bledsoe, TN",47007,31586,2718,23.0,1929
2015-01-01,"Bledsoe, TN",47007,31530,2702,23.0,1925
2016-01-01,"Bledsoe, TN",47007,31511,2690,23.0,1923
2017-01-01,"Bledsoe, TN",47007,31510,2683,23.0,1922
2018-01-01,"Bledsoe, TN",47007,31517,2679,23.0,1921
2019-01-01,"Bledsoe, TN",47007,31530,2678,23.0,1921
