,Gap:5,Gap:15,Gap:30,Gap:50,Gap:100,Gap:500
0,0.46153846153846156,0.43687213694446636,0.10497386178909351,0.31854718219878386,0.26095001098298554,0.4288369355876258
1,0.8137254901960784,0.5419202524587441,0.4497731691510045,0.30381849230999913,0.2451511498217377,0.2451511498217377
2,0.4523449319213313,0.4195510436266572,0.3980263902481803,0.3164082166403319,0.3827654830124435,0.41866403334655466
3,0.34167038856632426,0.1747775790378403,0.1582274451917689,0.4282525538116785,0.30278638963239646,0.3065246990899214
4,0.24137931034482762,0.1613668158231557,0.2641924063508705,0.4341797272491663,0.4966480565912843,0.39548697014958356
5,0.4626038781163435,0.7048079505774913,0.5447932433286696,0.17264638018656042,0.25998167691132357,0.4454746336356664
6,0.09333333333333338,0.28908697598090427,0.25684631060756846,0.240700936998835,0.4588559264300993,0.44175465980138073
7,0.2432432432432432,0.4291390728476825,0.4517879469482635,0.45834862698568524,0.09768168265622845,0.4131411773325484
8,0.19941348973607043,0.21439543761210544,0.3033776957606722,0.23800860264302504,0.46003387316104016,0.3016662312652073
9,0.44041450777202074,0.34215923923177327,0.35905496808612003,0.3732604030965583,0.6129065116163458,0.4016109990915029
10,0.7014925373134329,0.5042838472336516,0.33278452180886064,0.41786628425638495,0.4291449590814138,0.23013618395829272
11,0.22259136212624586,0.39756322687834655,0.3484848484848485,0.4190233125159606,0.44737128481477184,0.4255965161886709
12,0.2520325203252033,0.27923449397279476,0.3644714322240442,0.3176971887397827,0.32054839197540863,0.32054839197540863
13,0.5434782608695652,0.4772513335425177,0.42933662958384833,0.4809405140164915,0.4484929708880627,0.3939483996906705
14,0.2076124567474048,0.44994723883221965,0.6221702021057754,0.7363752748846947,0.6845221677735087,0.40802094585613435
15,0.8598726114649682,0.8893882179155093,0.8004599748375962,0.7148963462160497,0.4370812494445794,0.4759256992183786
16,0.19999999999999996,0.4585820004774419,0.4958729731094993,0.20349449537848507,0.27249589579245825,0.31986863539104105
17,0.43472409152086133,0.4084456393307879,0.4256884574292856,0.3930976078776103,0.4110193385605482,0.09095094874376386
18,0.3913043478260869,0.4218706182152193,0.3991009572111587,0.3908527195195203,0.39406156677700854,0.32702473527169174
19,0.6,0.188147688488986,0.3651764318606885,0.7410203718176888,0.633500115809855,0.5166762545359846
20,0.4424778761061947,0.31490330242026743,0.397286106046138,0.2879991108938049,0.4525952469326374,0.41029834155139056
21,0.4545454545454546,0.4125,0.4311666619889437,0.3720463015340595,0.4273198123285654,0.38111845434461034
22,0.34285714285714286,0.31054941640286626,0.4890697337662643,0.49622986930507973,0.35119116173621356,0.41445983368574124
23,0.22519083969465647,0.41394215799402834,0.3599038884150013,0.30670447953593305,0.42334294825323826,0.42879519142406597
24,0.5297029702970297,0.45662731642898113,0.43958062419871446,0.44620885070087524,0.11996123357504318,0.43066038042682664
25,0.3660879202068711,0.3040216455540524,0.34924622404464045,0.3552145416223862,0.45323753784377785,0.23749170498493466
26,0.3939393939393939,0.3821862348178138,0.3736420107912336,0.36348227499422014,0.32877787526994073,0.3042067328185548
27,0.45194274028629855,0.6515322837841755,0.7674895915458662,0.8620661295130032,0.5895498844955775,0.531789205679265
28,0.5372549019607843,0.7423406541036971,0.6450679627894211,0.3935851263522683,0.4281568451031239,0.4353407095935793
29,0.45360824742268047,0.4534370946822297,0.07782304713042454,0.37335830531289294,0.44313278251393207,0.4438737147243451
30,0.2956431535269709,0.2937399678972713,0.4582072921287762,0.4426379349656049,0.4370594017283116,0.3907417887297078
31,0.2271914132379249,0.42213444361410646,0.32365746702700704,0.21244477162477582,0.36334115929310895,0.01615686484747636
32,0.5767484105358764,0.6356056338028166,0.48774967359395305,0.4563693550388467,0.11359216063647415,0.41577978599726206
33,0.4629156010230179,0.410483573274271,0.39661405708481423,0.4367008615057115,0.4309023863773308,0.4338252692830449
