YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Jefferson, FL",12065,26515,2777,22.3,2082
1997,"Jefferson, FL",12065,27788,2710,22.0,2126
1998,"Jefferson, FL",12065,29604,2479,20.3,2126
1999,"Jefferson, FL",12065,31194,2113,17.7,2027
2000,"Jefferson, FL",12065,32924,2095,17.7,1964
2001,"Jefferson, FL",12065,32250,2159,17.7,1938
2002,"Jefferson, FL",12065,32156,2090,16.8,1842
2003,"Jefferson, FL",12065,32668,2037,16.2,1708
2004,"Jefferson, FL",12065,33962,1821,14.5,1489
2005,"Jefferson, FL",12065,35349,2329,18.7,1379
2006,"Jefferson, FL",12065,39018,2310,18.1,1232
2007,"Jefferson, FL",12065,40217,2228,17.8,1220
2008,"Jefferson, FL",12065,36482,2338,18.5,1154
2009,"Jefferson, FL",12065,38193,2411,19.1,1106
