YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Ohio, IN",18115,35134,377,6.8,1027
1997,"Ohio, IN",18115,38937,361,6.5,1030
1998,"Ohio, IN",18115,41513,386,7.0,1023
1999,"Ohio, IN",18115,40684,360,6.4,1023
2000,"Ohio, IN",18115,41973,379,6.7,1016
2001,"Ohio, IN",18115,41921,401,7.0,1050
2002,"Ohio, IN",18115,42395,399,7.0,1027
2003,"Ohio, IN",18115,41496,412,7.0,982
2004,"Ohio, IN",18115,43448,447,7.6,975
2005,"Ohio, IN",18115,43969,474,8.2,980
2006,"Ohio, IN",18115,46416,549,9.5,980
2007,"Ohio, IN",18115,48099,522,9.1,953
2008,"Ohio, IN",18115,50244,512,9.0,947
2009,"Ohio, IN",18115,49541,597,10.2,927
