YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Seminole, FL",12117,41428,33444,9.9,52688
1997,"Seminole, FL",12117,43061,34512,9.8,54603
1998,"Seminole, FL",12117,44113,31514,8.8,55972
1999,"Seminole, FL",12117,46559,29178,8.0,56916
2000,"Seminole, FL",12117,50122,27536,7.4,58156
2001,"Seminole, FL",12117,49287,30082,8.0,59326
2002,"Seminole, FL",12117,48957,31440,8.2,60869
2003,"Seminole, FL",12117,49199,35196,9.1,62786
2004,"Seminole, FL",12117,50842,33878,8.5,64904
2005,"Seminole, FL",12117,52390,32700,8.2,66692
2006,"Seminole, FL",12117,56655,38932,9.6,67530
2007,"Seminole, FL",12117,56315,36822,9.1,66351
2008,"Seminole, FL",12117,58175,37905,9.3,65378
2009,"Seminole, FL",12117,56201,42537,10.4,64927
