YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Boone, NE",31011,27826,774,11.9,1269
1997,"Boone, NE",31011,31324,765,12.0,1336
1998,"Boone, NE",31011,31459,864,13.6,1344
1999,"Boone, NE",31011,32177,747,12.0,1354
2000,"Boone, NE",31011,33288,665,11.0,1317
2001,"Boone, NE",31011,33096,644,10.7,1296
2002,"Boone, NE",31011,32501,667,11.4,1224
2003,"Boone, NE",31011,33955,577,10.0,1153
2004,"Boone, NE",31011,35655,552,9.7,1068
2005,"Boone, NE",31011,36092,641,11.3,1040
2006,"Boone, NE",31011,37349,640,11.5,968
2007,"Boone, NE",31011,37466,512,9.5,953
2008,"Boone, NE",31011,46764,528,9.9,929
2009,"Boone, NE",31011,42377,555,10.5,904
