YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Williamson, IL",17199,29677,8531,14.3,9565
1997,"Williamson, IL",17199,31147,9021,14.9,9674
1998,"Williamson, IL",17199,32506,8694,14.4,11361
1999,"Williamson, IL",17199,32280,8149,13.6,11481
2000,"Williamson, IL",17199,33490,8173,13.6,9472
2001,"Williamson, IL",17199,32961,8012,13.2,9497
2002,"Williamson, IL",17199,33697,8415,13.8,9473
2003,"Williamson, IL",17199,34660,8378,13.6,9513
2004,"Williamson, IL",17199,36261,8533,13.7,9497
2005,"Williamson, IL",17199,35923,7982,13.0,9623
2006,"Williamson, IL",17199,37571,9794,15.8,9704
2007,"Williamson, IL",17199,38914,10184,16.3,10148
2008,"Williamson, IL",17199,38721,11642,18.5,10151
2009,"Williamson, IL",17199,39386,11631,18.3,10261
