YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Faulk, SD",46049,25351,342,13.2,466
1997,"Faulk, SD",46049,27522,378,15.0,460
1998,"Faulk, SD",46049,30173,326,12.9,567
1999,"Faulk, SD",46049,30122,300,11.4,541
2000,"Faulk, SD",46049,32545,272,10.8,527
2001,"Faulk, SD",46049,31218,290,11.7,522
2002,"Faulk, SD",46049,30014,308,12.5,489
2003,"Faulk, SD",46049,30986,255,10.5,467
2004,"Faulk, SD",46049,33445,237,10.0,430
2005,"Faulk, SD",46049,34347,286,12.3,372
2006,"Faulk, SD",46049,35749,311,13.6,349
2007,"Faulk, SD",46049,35208,305,13.7,338
2008,"Faulk, SD",46049,40976,297,13.4,341
2009,"Faulk, SD",46049,43600,282,13.0,328
