YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Comal, TX",48091,37595,7183,10.5,12756
1997,"Comal, TX",48091,39600,7642,10.4,14284
1998,"Comal, TX",48091,41720,7348,9.5,14997
1999,"Comal, TX",48091,44699,7202,9.3,15584
2000,"Comal, TX",48091,47472,7263,9.0,16135
2001,"Comal, TX",48091,46713,7647,9.1,16460
2002,"Comal, TX",48091,47616,7966,9.2,16685
2003,"Comal, TX",48091,48834,9039,9.9,17091
2004,"Comal, TX",48091,50246,8841,9.3,18437
2005,"Comal, TX",48091,53643,8936,9.5,19297
2006,"Comal, TX",48091,58702,10659,10.7,20580
2007,"Comal, TX",48091,58589,10171,9.8,21448
2008,"Comal, TX",48091,61393,9192,8.5,22681
2009,"Comal, TX",48091,62642,10015,8.8,23709
