YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Lampasas, TX",48281,26945,3005,17.5,3038
1997,"Lampasas, TX",48281,28058,3103,17.4,3484
1998,"Lampasas, TX",48281,29688,2788,15.8,3583
1999,"Lampasas, TX",48281,33870,2634,15.1,3572
2000,"Lampasas, TX",48281,36238,2598,14.5,3589
2001,"Lampasas, TX",48281,35676,2727,14.7,3556
2002,"Lampasas, TX",48281,35746,2763,14.5,3547
2003,"Lampasas, TX",48281,34681,2803,13.8,3553
2004,"Lampasas, TX",48281,39041,2722,14.1,3642
2005,"Lampasas, TX",48281,38834,3381,17.6,3634
2006,"Lampasas, TX",48281,42727,2795,13.7,3714
2007,"Lampasas, TX",48281,45107,2787,13.6,3767
2008,"Lampasas, TX",48281,46906,3055,14.7,3776
2009,"Lampasas, TX",48281,45485,3683,17.9,3664
