YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Murray, OK",40099,23457,2738,22.4,2247
1997,"Murray, OK",40099,25266,2357,19.5,2397
1998,"Murray, OK",40099,26331,2329,19.1,2365
1999,"Murray, OK",40099,28948,1807,14.6,2295
2000,"Murray, OK",40099,30468,1865,15.1,2281
2001,"Murray, OK",40099,30040,1961,15.9,2269
2002,"Murray, OK",40099,30480,1898,15.2,2279
2003,"Murray, OK",40099,31111,1798,14.5,2285
2004,"Murray, OK",40099,32707,1739,13.8,2420
2005,"Murray, OK",40099,33507,1851,14.8,2453
2006,"Murray, OK",40099,37007,1938,15.4,2446
2007,"Murray, OK",40099,37934,1960,15.9,2458
2008,"Murray, OK",40099,40268,2090,16.8,2460
2009,"Murray, OK",40099,39010,1978,15.7,2476
