YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Shelby, KY",21211,37471,3194,11.3,4304
1997,"Shelby, KY",21211,40134,2993,10.1,4617
1998,"Shelby, KY",21211,42689,3023,9.8,4720
1999,"Shelby, KY",21211,44454,2973,9.2,4864
2000,"Shelby, KY",21211,46806,2932,8.8,4861
2001,"Shelby, KY",21211,46200,3183,9.4,5019
2002,"Shelby, KY",21211,46548,3315,9.5,5142
2003,"Shelby, KY",21211,46944,3607,10.0,5384
2004,"Shelby, KY",21211,47688,4117,11.0,5537
2005,"Shelby, KY",21211,51691,3553,9.7,5755
2006,"Shelby, KY",21211,51430,4193,10.9,6093
2007,"Shelby, KY",21211,52871,5206,13.3,6114
2008,"Shelby, KY",21211,58042,4602,11.5,6366
2009,"Shelby, KY",21211,51439,5082,12.4,6496
