YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,WEST VIRGINIA,54000,25354,362594,19.9,314383
1997,WEST VIRGINIA,54000,27432,302521,16.8,307112
1998,WEST VIRGINIA,54000,28460,303649,16.8,304052
1999,WEST VIRGINIA,54000,30108,290195,16.3,301419
2000,WEST VIRGINIA,54000,30187,273986,15.5,297129
2001,WEST VIRGINIA,54000,31156,295753,16.7,291811
2002,WEST VIRGINIA,54000,30695,286838,16.1,286367
2003,WEST VIRGINIA,54000,32967,290385,16.3,282885
2004,WEST VIRGINIA,54000,33993,288835,16.2,281209
2005,WEST VIRGINIA,54000,33466,317957,18.0,280129
2006,WEST VIRGINIA,54000,35028,310842,17.6,280893
2007,WEST VIRGINIA,54000,37057,302169,17.1,281938
2008,WEST VIRGINIA,54000,37528,308064,17.4,282535
2009,WEST VIRGINIA,54000,37423,316155,17.8,282729
