YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Uintah, UT",49047,32022,3856,15.3,6814
1997,"Uintah, UT",49047,32706,4505,17.4,6699
1998,"Uintah, UT",49047,33711,4465,17.0,6644
1999,"Uintah, UT",49047,33618,3565,14.3,6445
2000,"Uintah, UT",49047,36334,3526,13.9,6472
2001,"Uintah, UT",49047,36313,3364,13.0,6233
2002,"Uintah, UT",49047,36958,3230,12.4,6014
2003,"Uintah, UT",49047,39069,3269,12.4,5983
2004,"Uintah, UT",49047,42775,3403,12.7,5651
2005,"Uintah, UT",49047,42836,3564,13.4,5712
2006,"Uintah, UT",49047,48139,3372,12.2,5604
2007,"Uintah, UT",49047,56265,3101,10.8,5830
2008,"Uintah, UT",49047,57769,2977,10.1,6473
2009,"Uintah, UT",49047,58312,3139,10.1,6411
