YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Piscataquis, ME",23021,26523,2875,15.5,3493
1997,"Piscataquis, ME",23021,28599,2488,13.6,3500
1998,"Piscataquis, ME",23021,29291,2320,12.7,3408
1999,"Piscataquis, ME",23021,28492,2357,13.7,3266
2000,"Piscataquis, ME",23021,29823,2266,13.3,3173
2001,"Piscataquis, ME",23021,29089,2388,13.9,3402
2002,"Piscataquis, ME",23021,29704,2537,14.6,3290
2003,"Piscataquis, ME",23021,30780,2275,13.0,3161
2004,"Piscataquis, ME",23021,31784,2385,13.5,2722
2005,"Piscataquis, ME",23021,32053,2834,16.3,2723
2006,"Piscataquis, ME",23021,32558,2874,16.6,2698
2007,"Piscataquis, ME",23021,32989,2794,16.5,2619
2008,"Piscataquis, ME",23021,35144,2707,16.2,2790
2009,"Piscataquis, ME",23021,34922,2657,16.1,2644
