YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Duval, FL",12031,33810,105120,14.5,119785
1997,"Duval, FL",12031,35883,98139,13.4,123910
1998,"Duval, FL",12031,37739,94323,12.8,126118
1999,"Duval, FL",12031,38719,87877,11.5,126979
2000,"Duval, FL",12031,41326,81570,10.5,127411
2001,"Duval, FL",12031,40618,88534,11.3,126362
2002,"Duval, FL",12031,39965,93075,11.6,125846
2003,"Duval, FL",12031,40365,103147,12.8,127392
2004,"Duval, FL",12031,41736,95190,11.7,129557
2005,"Duval, FL",12031,44694,97784,12.1,129486
2006,"Duval, FL",12031,45770,112231,13.7,126662
2007,"Duval, FL",12031,49175,103204,12.4,125856
2008,"Duval, FL",12031,50660,101194,12.1,125685
2009,"Duval, FL",12031,47002,128651,15.3,123162
