YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Lincoln, NE",31111,33314,3796,11.2,6155
1997,"Lincoln, NE",31111,35907,3969,11.8,6200
1998,"Lincoln, NE",31111,37387,4281,12.6,6104
1999,"Lincoln, NE",31111,37130,3860,11.2,6107
2000,"Lincoln, NE",31111,38543,3469,10.2,6069
2001,"Lincoln, NE",31111,37723,3647,10.7,5938
2002,"Lincoln, NE",31111,38165,3798,11.0,5802
2003,"Lincoln, NE",31111,39340,3768,10.9,5697
2004,"Lincoln, NE",31111,41103,3733,10.5,5579
2005,"Lincoln, NE",31111,41294,3802,10.9,5641
2006,"Lincoln, NE",31111,41730,3834,10.9,5631
2007,"Lincoln, NE",31111,44896,4264,12.2,5765
2008,"Lincoln, NE",31111,48080,3369,9.6,5784
2009,"Lincoln, NE",31111,45183,3921,11.2,5761
