YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Coconino, AZ",4005,32640,21821,20.3,20182
1997,"Coconino, AZ",4005,33747,21855,20.0,20064
1998,"Coconino, AZ",4005,34939,21711,19.8,20888
1999,"Coconino, AZ",4005,35975,18066,15.9,20863
2000,"Coconino, AZ",4005,38249,17891,15.6,21084
2001,"Coconino, AZ",4005,37607,18450,15.8,25030
2002,"Coconino, AZ",4005,37923,18232,15.4,24822
2003,"Coconino, AZ",4005,38980,18694,15.6,24305
2004,"Coconino, AZ",4005,40040,19990,16.5,21463
2005,"Coconino, AZ",4005,41446,21717,18.0,21042
2006,"Coconino, AZ",4005,43683,20465,16.8,22665
2007,"Coconino, AZ",4005,48549,20087,16.2,21334
2008,"Coconino, AZ",4005,47933,20099,16.0,21023
2009,"Coconino, AZ",4005,49777,22789,18.0,20613
