YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Douglas, NE",31055,38852,45806,10.5,73006
1997,"Douglas, NE",31055,42260,44506,10.0,74575
1998,"Douglas, NE",31055,43748,45294,10.1,75925
1999,"Douglas, NE",31055,43342,44484,9.7,76723
2000,"Douglas, NE",31055,47522,39397,8.6,76765
2001,"Douglas, NE",31055,46904,41875,9.0,76815
2002,"Douglas, NE",31055,47101,47457,10.1,77448
2003,"Douglas, NE",31055,46642,51115,10.8,78155
2004,"Douglas, NE",31055,47193,53193,11.1,79887
2005,"Douglas, NE",31055,46046,57967,12.2,81195
2006,"Douglas, NE",31055,48981,58266,12.1,82352
2007,"Douglas, NE",31055,50941,58096,12.0,83766
2008,"Douglas, NE",31055,52222,59511,12.2,85432
2009,"Douglas, NE",31055,49944,63394,12.8,86086
