YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Solano, CA",6095,45369,34348,9.5,66670
1997,"Solano, CA",6095,46115,41722,11.3,67792
1998,"Solano, CA",6095,47953,40101,10.6,69175
1999,"Solano, CA",6095,49663,36100,9.5,70465
2000,"Solano, CA",6095,53954,32756,8.4,71610
2001,"Solano, CA",6095,53832,31957,8.1,72575
2002,"Solano, CA",6095,55349,31329,7.9,73061
2003,"Solano, CA",6095,56545,33258,8.4,73310
2004,"Solano, CA",6095,57728,34400,8.7,71737
2005,"Solano, CA",6095,61784,36193,9.2,71489
2006,"Solano, CA",6095,61529,41115,10.4,70424
2007,"Solano, CA",6095,66575,37744,9.6,71288
2008,"Solano, CA",6095,70173,35393,9.0,70480
2009,"Solano, CA",6095,65079,42135,10.7,69342
