YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"King, TX",48269,30163,33,9.6,96
1997,"King, TX",48269,32386,35,9.6,81
1998,"King, TX",48269,33051,24,7.4,85
1999,"King, TX",48269,34059,49,14.7,87
2000,"King, TX",48269,37053,37,12.0,90
2001,"King, TX",48269,36937,30,10.2,87
2002,"King, TX",48269,35525,43,14.3,86
2003,"King, TX",48269,35786,45,14.9,94
2004,"King, TX",48269,37725,26,9.1,104
2005,"King, TX",48269,41738,34,13.5,96
2006,"King, TX",48269,38546,42,15.7,94
2007,"King, TX",48269,42117,41,15.2,93
2008,"King, TX",48269,44939,32,12.3,97
2009,"King, TX",48269,50014,41,15.4,95
