YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Boyd, KY",21019,30884,8324,16.9,8394
1997,"Boyd, KY",21019,32239,8056,16.5,8323
1998,"Boyd, KY",21019,33592,7878,16.3,8094
1999,"Boyd, KY",21019,32233,7368,15.3,8260
2000,"Boyd, KY",21019,33567,6959,14.5,7956
2001,"Boyd, KY",21019,33012,7155,14.9,7571
2002,"Boyd, KY",21019,33459,7159,14.9,7483
2003,"Boyd, KY",21019,34618,7342,15.3,7729
2004,"Boyd, KY",21019,35041,8249,17.2,7745
2005,"Boyd, KY",21019,36141,8142,17.2,7743
2006,"Boyd, KY",21019,38565,8071,17.0,7724
2007,"Boyd, KY",21019,39640,7627,16.4,7203
2008,"Boyd, KY",21019,38255,8394,18.0,7399
2009,"Boyd, KY",21019,37496,9681,20.9,7464
