YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Seminole, GA",13253,24222,2539,27.3,1935
1997,"Seminole, GA",13253,24521,2599,26.6,1982
1998,"Seminole, GA",13253,25961,2374,24.1,2019
1999,"Seminole, GA",13253,26270,1997,21.5,2010
2000,"Seminole, GA",13253,27686,2030,22.0,1920
2001,"Seminole, GA",13253,26711,2060,22.4,1905
2002,"Seminole, GA",13253,26423,2030,22.1,1883
2003,"Seminole, GA",13253,27333,1910,20.8,1724
2004,"Seminole, GA",13253,27504,1904,20.8,1758
2005,"Seminole, GA",13253,30893,1903,21.4,1737
2006,"Seminole, GA",13253,30022,2225,24.6,1773
2007,"Seminole, GA",13253,31094,1955,22.0,1698
2008,"Seminole, GA",13253,28676,2066,23.1,1696
2009,"Seminole, GA",13253,29025,2432,27.2,1665
