YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"McDowell, NC",37111,29606,4412,11.5,6087
1997,"McDowell, NC",37111,30957,4566,11.6,6151
1998,"McDowell, NC",37111,32864,4835,12.1,6205
1999,"McDowell, NC",37111,31990,4721,11.5,6254
2000,"McDowell, NC",37111,32907,4989,12.0,6392
2001,"McDowell, NC",37111,31678,5390,13.0,6418
2002,"McDowell, NC",37111,31362,5455,13.0,6472
2003,"McDowell, NC",37111,31791,5301,12.6,6408
2004,"McDowell, NC",37111,33210,5531,13.1,6472
2005,"McDowell, NC",37111,36048,5494,13.2,6503
2006,"McDowell, NC",37111,35751,7099,16.9,6504
2007,"McDowell, NC",37111,36384,6178,14.7,6534
2008,"McDowell, NC",37111,37394,6188,14.6,6539
2009,"McDowell, NC",37111,35595,7579,17.8,6583
