YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Ringgold, IA",19159,22860,852,15.9,1049
1997,"Ringgold, IA",19159,27802,851,16.0,1036
1998,"Ringgold, IA",19159,28132,848,15.9,1029
1999,"Ringgold, IA",19159,28777,726,13.5,992
2000,"Ringgold, IA",19159,30521,749,14.0,956
2001,"Ringgold, IA",19159,29760,693,13.2,920
2002,"Ringgold, IA",19159,29734,765,14.3,940
2003,"Ringgold, IA",19159,29705,646,12.4,845
2004,"Ringgold, IA",19159,32762,710,13.7,779
2005,"Ringgold, IA",19159,33334,837,16.3,789
2006,"Ringgold, IA",19159,36631,779,15.2,764
2007,"Ringgold, IA",19159,35695,700,14.0,768
2008,"Ringgold, IA",19159,36658,830,16.5,783
2009,"Ringgold, IA",19159,35035,751,15.6,786
