YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Grant, OK",40053,24535,834,15.2,1045
1997,"Grant, OK",40053,28870,759,14.3,1164
1998,"Grant, OK",40053,30026,750,14.4,1134
1999,"Grant, OK",40053,29329,678,13.3,1132
2000,"Grant, OK",40053,30238,712,14.3,1098
2001,"Grant, OK",40053,29875,720,14.6,1083
2002,"Grant, OK",40053,29009,656,13.4,1048
2003,"Grant, OK",40053,31342,618,13.0,1044
2004,"Grant, OK",40053,32319,576,12.3,919
2005,"Grant, OK",40053,33236,681,14.6,915
2006,"Grant, OK",40053,33730,658,14.5,897
2007,"Grant, OK",40053,36667,661,15.1,887
2008,"Grant, OK",40053,39584,592,13.6,843
2009,"Grant, OK",40053,41637,542,12.9,833
