YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Johnston, OK",40069,20375,2806,27.6,2103
1997,"Johnston, OK",40069,21713,2479,24.2,2120
1998,"Johnston, OK",40069,23626,2387,23.3,2103
1999,"Johnston, OK",40069,24591,1919,18.6,2127
2000,"Johnston, OK",40069,25717,2035,19.9,2066
2001,"Johnston, OK",40069,25063,2084,20.5,2047
2002,"Johnston, OK",40069,25591,1975,19.2,1939
2003,"Johnston, OK",40069,27290,1789,17.4,1943
2004,"Johnston, OK",40069,28306,1621,16.1,1912
2005,"Johnston, OK",40069,28405,2034,20.4,1888
2006,"Johnston, OK",40069,29238,2133,21.1,1946
2007,"Johnston, OK",40069,32556,2011,19.9,1901
2008,"Johnston, OK",40069,32393,2027,20.3,1879
2009,"Johnston, OK",40069,30924,2299,22.7,1899
