YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Rowan, NC",37159,32954,13693,11.4,17647
1997,"Rowan, NC",37159,35112,14546,11.8,18808
1998,"Rowan, NC",37159,36409,14551,11.7,19349
1999,"Rowan, NC",37159,36427,14018,11.0,19903
2000,"Rowan, NC",37159,37874,13803,10.7,19865
2001,"Rowan, NC",37159,37133,14516,11.2,20356
2002,"Rowan, NC",37159,37283,15426,11.8,20612
2003,"Rowan, NC",37159,37691,15821,12.1,20913
2004,"Rowan, NC",37159,38598,17098,13.0,20979
2005,"Rowan, NC",37159,39926,19660,15.1,21009
2006,"Rowan, NC",37159,42414,18539,14.0,21027
2007,"Rowan, NC",37159,46071,16407,12.3,21190
2008,"Rowan, NC",37159,43096,21042,15.6,20980
2009,"Rowan, NC",37159,42787,22778,16.7,21125
