YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Bollinger, MO",29017,24660,1948,17.0,1951
1997,"Bollinger, MO",29017,26068,1913,16.4,1992
1998,"Bollinger, MO",29017,27394,1861,15.6,2072
1999,"Bollinger, MO",29017,29327,1723,14.3,2089
2000,"Bollinger, MO",29017,30987,1679,13.8,2101
2001,"Bollinger, MO",29017,30303,1744,14.3,2127
2002,"Bollinger, MO",29017,30871,1741,14.1,2072
2003,"Bollinger, MO",29017,32342,1638,13.3,2072
2004,"Bollinger, MO",29017,33573,1830,14.9,1986
2005,"Bollinger, MO",29017,34539,2033,16.8,1945
2006,"Bollinger, MO",29017,34330,2156,17.7,1961
2007,"Bollinger, MO",29017,35372,1895,15.8,1998
2008,"Bollinger, MO",29017,35946,2136,18.0,1983
2009,"Bollinger, MO",29017,35560,2091,17.8,1953
