YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Hancock, IA",19081,32083,1034,8.4,2362
1997,"Hancock, IA",19081,36048,963,8.0,2073
1998,"Hancock, IA",19081,36541,935,7.7,2178
1999,"Hancock, IA",19081,37373,804,6.7,2146
2000,"Hancock, IA",19081,39398,756,6.4,2102
2001,"Hancock, IA",19081,38850,787,6.7,2089
2002,"Hancock, IA",19081,39510,853,7.2,2054
2003,"Hancock, IA",19081,40388,804,6.8,1995
2004,"Hancock, IA",19081,43800,870,7.4,1919
2005,"Hancock, IA",19081,43296,903,7.8,1867
2006,"Hancock, IA",19081,43537,918,8.0,1816
2007,"Hancock, IA",19081,46563,936,8.4,1813
2008,"Hancock, IA",19081,47588,956,8.6,1861
2009,"Hancock, IA",19081,48040,995,9.2,1802
