YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Cherry, NE",31031,24586,1079,16.6,1147
1997,"Cherry, NE",31031,27326,1010,15.9,1162
1998,"Cherry, NE",31031,27372,1091,17.0,1156
1999,"Cherry, NE",31031,29508,850,13.9,1137
2000,"Cherry, NE",31031,31214,803,13.2,1092
2001,"Cherry, NE",31031,30809,840,13.9,1064
2002,"Cherry, NE",31031,31155,806,13.4,1026
2003,"Cherry, NE",31031,32169,747,12.4,1059
2004,"Cherry, NE",31031,33527,717,11.8,1032
2005,"Cherry, NE",31031,33465,788,13.1,1039
2006,"Cherry, NE",31031,34265,837,14.3,998
2007,"Cherry, NE",31031,35901,709,12.6,877
2008,"Cherry, NE",31031,37448,680,12.3,845
2009,"Cherry, NE",31031,35897,784,14.6,789
